"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"CHOL_02","PUBLISHED","2008","AMR","ARG","AGE25-PLUS","MLE","50.6 [26.0-74.8]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EUR","ARM","AGE25-PLUS","MLE","39.6 [17.9-64.7]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","WPR","AUS","AGE25-PLUS","MLE","54.8 [40.0-68.5]","","","",""
"CHOL_02","PUBLISHED","2008","EUR","AUT","AGE25-PLUS","MLE","61.3 [38.9-80.4]","","","",""
"CHOL_02","PUBLISHED","2008","AMR","BRA","AGE25-PLUS","MLE","44.0 [25.0-64.9]","","","",""
"CHOL_02","PUBLISHED","2008","WPR","BRN","AGE25-PLUS","MLE","55.1 [31.5-77.1]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EUR","BGR","AGE25-PLUS","MLE","50.3 [26.1-73.2]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AFR","BFA","AGE25-PLUS","MLE","16.3 [6.0-33.2]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","WPR","COK","AGE25-PLUS","MLE","59.3 [35.6-79.7]","","","",""
"CHOL_02","PUBLISHED","2008","AMR","CRI","AGE25-PLUS","MLE","37.4 [17.6-61.2]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AFR","CIV","AGE25-PLUS","MLE","19.2 [7.7-36.9]","","","",""
"CHOL_02","PUBLISHED","2008","EUR","HRV","AGE25-PLUS","MLE","49.4 [25.8-73.6]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AMR","CUB","AGE25-PLUS","MLE","27.9 [11.7-50.4]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AFR","ERI","AGE25-PLUS","MLE","21.0 [7.9-41.1]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EUR","EST","AGE25-PLUS","MLE","56.0 [30.3-78.1]","","","",""
"CHOL_02","PUBLISHED","2008","AFR","ETH","AGE25-PLUS","MLE","21.0 [7.9-41.2]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","WPR","FJI","AGE25-PLUS","MLE","56.4 [36.7-74.8]","","","",""
"CHOL_02","PUBLISHED","2008","AMR","HTI","AGE25-PLUS","MLE","19.4 [7.2-38.6]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AMR","HND","AGE25-PLUS","MLE","26.5 [10.6-47.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EUR","HUN","AGE25-PLUS","MLE","55.4 [30.0-78.7]","","","",""
"CHOL_02","PUBLISHED","2008","EUR","ISL","AGE25-PLUS","MLE","72.5 [52.7-87.3]","","","",""
"CHOL_02","PUBLISHED","2008","EMR","KWT","AGE25-PLUS","MLE","56.2 [42.3-69.0]","","","",""
"CHOL_02","PUBLISHED","2008","EUR","KGZ","AGE25-PLUS","MLE","28.3 [11.3-52.4]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","WPR","LAO","AGE25-PLUS","MLE","28.8 [12.2-50.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EUR","LVA","AGE25-PLUS","MLE","55.3 [29.0-78.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","WPR","MHL","AGE25-PLUS","MLE","43.1 [24.8-62.8]","","","",""
"CHOL_02","PUBLISHED","2008","AFR","MRT","AGE25-PLUS","MLE","21.3 [11.5-34.3]","","","",""
"CHOL_02","PUBLISHED","2008","AFR","MUS","AGE25-PLUS","MLE","47.8 [23.0-73.4]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AMR","MEX","AGE25-PLUS","MLE","47.4 [33.5-61.6]","","","",""
"CHOL_02","PUBLISHED","2008","AFR","NER","AGE25-PLUS","MLE","14.2 [5.0-29.8]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AFR","NGA","AGE25-PLUS","MLE","14.0 [5.3-29.1]","","","",""
"CHOL_02","PUBLISHED","2008","WPR","NIU","AGE25-PLUS","MLE","...","","","","No data available.  Estimate could not be calculated due to lack of covariate data."
"CHOL_02","PUBLISHED","2008","EUR","NOR","AGE25-PLUS","MLE","64.2 [42.3-82.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EUR","ROU","AGE25-PLUS","MLE","46.0 [22.4-69.1]","","","",""
"CHOL_02","PUBLISHED","2008","EUR","RUS","AGE25-PLUS","MLE","47.3 [23.3-71.3]","","","",""
"CHOL_02","PUBLISHED","2008","AFR","RWA","AGE25-PLUS","MLE","20.7 [6.7-42.8]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AMR","KNA","AGE25-PLUS","MLE","39.3 [17.4-65.4]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EUR","SVN","AGE25-PLUS","MLE","56.8 [32.1-78.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","WPR","SLB","AGE25-PLUS","MLE","30.1 [16.8-46.1]","","","",""
"CHOL_02","PUBLISHED","2008","EMR","SOM","AGE25-PLUS","MLE","23.6 [9.5-44.2]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AFR","ZAF","AGE25-PLUS","MLE","31.6 [14.9-52.3]","","","",""
"CHOL_02","PUBLISHED","2008","EUR","ESP","AGE25-PLUS","MLE","58.9 [45.1-71.1]","","","",""
"CHOL_02","PUBLISHED","2008","WPR","TON","AGE25-PLUS","MLE","53.4 [35.8-71.2]","","","",""
"CHOL_02","PUBLISHED","2008","AMR","TTO","AGE25-PLUS","MLE","36.5 [14.6-63.6]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EMR","TUN","AGE25-PLUS","MLE","37.3 [17.7-61.7]","","","",""
"CHOL_02","PUBLISHED","2008","EUR","TUR","AGE25-PLUS","MLE","38.1 [28.0-49.0]","","","",""
"CHOL_02","PUBLISHED","2008","EMR","YEM","AGE25-PLUS","MLE","30.7 [13.2-53.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AFR","ZMB","AGE25-PLUS","MLE","26.5 [15.5-40.0]","","","",""
"CHOL_02","PUBLISHED","2008","AFR","ZWE","AGE25-PLUS","MLE","21.8 [7.5-44.7]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EMR","AFG","AGE25-PLUS","FMLE","22.8 [7.6-46.1]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AMR","BRB","AGE25-PLUS","FMLE","45.1 [20.3-69.6]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EUR","BLR","AGE25-PLUS","FMLE","50.8 [22.9-76.2]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EUR","BEL","AGE25-PLUS","FMLE","59.9 [35.9-79.4]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AMR","BLZ","AGE25-PLUS","FMLE","37.4 [15.1-62.8]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AMR","CAN","AGE25-PLUS","FMLE","52.9 [28.8-74.1]","","","",""
"CHOL_02","PUBLISHED","2008","AFR","CPV","AGE25-PLUS","FMLE","24.8 [13.5-39.3]","","","",""
"CHOL_02","PUBLISHED","2008","AFR","CAF","AGE25-PLUS","FMLE","23.7 [6.5-49.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AFR","TCD","AGE25-PLUS","FMLE","19.2 [6.2-40.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AFR","COD","AGE25-PLUS","FMLE","17.6 [4.5-41.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EUR","DNK","AGE25-PLUS","FMLE","61.8 [41.4-78.4]","","","",""
"CHOL_02","PUBLISHED","2008","EMR","DJI","AGE25-PLUS","FMLE","36.3 [13.9-61.6]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AMR","DMA","AGE25-PLUS","FMLE","43.4 [27.5-59.7]","","","",""
"CHOL_02","PUBLISHED","2008","EUR","GEO","AGE25-PLUS","FMLE","38.0 [15.4-63.8]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EUR","DEU","AGE25-PLUS","FMLE","61.4 [39.1-79.4]","","","",""
"CHOL_02","PUBLISHED","2008","AFR","GHA","AGE25-PLUS","FMLE","20.6 [8.0-38.4]","","","",""
"CHOL_02","PUBLISHED","2008","EUR","GRC","AGE25-PLUS","FMLE","45.9 [25.2-65.7]","","","",""
"CHOL_02","PUBLISHED","2008","EMR","IRQ","AGE25-PLUS","FMLE","44.1 [26.9-60.9]","","","",""
"CHOL_02","PUBLISHED","2008","EUR","IRL","AGE25-PLUS","FMLE","59.5 [35.0-79.1]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EUR","ISR","AGE25-PLUS","FMLE","54.8 [31.6-75.2]","","","",""
"CHOL_02","PUBLISHED","2008","EUR","ITA","AGE25-PLUS","FMLE","61.6 [49.1-72.9]","","","",""
"CHOL_02","PUBLISHED","2008","AMR","JAM","AGE25-PLUS","FMLE","34.0 [21.0-48.7]","","","",""
"CHOL_02","PUBLISHED","2008","EMR","LBY","AGE25-PLUS","FMLE","36.6 [24.1-50.0]","","","",""
"CHOL_02","PUBLISHED","2008","EUR","LTU","AGE25-PLUS","FMLE","54.0 [23.8-79.0]","","","",""
"CHOL_02","PUBLISHED","2008","EUR","LUX","AGE25-PLUS","FMLE","64.1 [41.2-82.0]","","","",""
"CHOL_02","PUBLISHED","2008","AFR","MDG","AGE25-PLUS","FMLE","24.8 [9.0-48.3]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EMR","MAR","AGE25-PLUS","FMLE","39.0 [18.6-61.2]","","","",""
"CHOL_02","PUBLISHED","2008","AFR","MOZ","AGE25-PLUS","FMLE","25.9 [12.6-43.7]","","","",""
"CHOL_02","PUBLISHED","2008","SEAR","MMR","AGE25-PLUS","FMLE","32.8 [12.7-58.1]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AFR","NAM","AGE25-PLUS","FMLE","34.5 [12.1-62.2]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","WPR","BRN","AGE25-PLUS","BTSX","55.2 [38.0-70.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AMR","BRA","AGE25-PLUS","BTSX","44.2 [29.7-58.8]","","","",""
"CHOL_02","PUBLISHED","2008","AFR","BWA","AGE25-PLUS","BTSX","37.9 [20.3-57.3]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EUR","BIH","AGE25-PLUS","BTSX","39.2 [22.8-57.2]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","WPR","AUS","AGE25-PLUS","BTSX","55.2 [43.6-66.3]","","","",""
"CHOL_02","PUBLISHED","2008","EUR","ARM","AGE25-PLUS","BTSX","40.8 [23.4-59.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AMR","ARG","AGE25-PLUS","BTSX","50.5 [33.2-67.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AMR","ATG","AGE25-PLUS","BTSX","43.0 [25.1-61.5]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AFR","AGO","AGE25-PLUS","BTSX","30.9 [15.2-50.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AMR","USA","AGE25-PLUS","FMLE","54.2 [42.5-65.0]","","","",""
"CHOL_02","PUBLISHED","2008","AFR","TZA","AGE25-PLUS","FMLE","25.5 [9.1-49.4]","","","",""
"CHOL_02","PUBLISHED","2008","EUR","GBR","AGE25-PLUS","FMLE","61.3 [40.8-77.3]","","","",""
"CHOL_02","PUBLISHED","2008","EMR","ARE","AGE25-PLUS","FMLE","58.2 [34.1-79.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EMR","SYR","AGE25-PLUS","FMLE","42.4 [19.7-65.6]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EUR","CHE","AGE25-PLUS","FMLE","56.9 [39.2-72.7]","","","",""
"CHOL_02","PUBLISHED","2008","EUR","SWE","AGE25-PLUS","FMLE","47.0 [31.0-62.3]","","","",""
"CHOL_02","PUBLISHED","2008","AFR","SWZ","AGE25-PLUS","FMLE","32.7 [11.0-60.5]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AFR","SEN","AGE25-PLUS","FMLE","22.9 [8.2-45.8]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EMR","SAU","AGE25-PLUS","FMLE","42.1 [24.2-60.3]","","","",""
"CHOL_02","PUBLISHED","2008","AFR","STP","AGE25-PLUS","FMLE","19.7 [11.0-31.3]","","","",""
"CHOL_02","PUBLISHED","2008","EUR","SMR","AGE25-PLUS","FMLE","...","","","","No data available.  Estimate could not be calculated due to lack of covariate data."
"CHOL_02","PUBLISHED","2008","WPR","PHL","AGE25-PLUS","FMLE","46.7 [27.3-66.2]","","","",""
"CHOL_02","PUBLISHED","2008","AMR","PER","AGE25-PLUS","FMLE","39.4 [25.5-53.3]","","","",""
"CHOL_02","PUBLISHED","2008","AMR","PRY","AGE25-PLUS","FMLE","40.1 [16.0-67.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","WPR","PNG","AGE25-PLUS","FMLE","39.8 [16.8-67.4]","","","",""
"CHOL_02","PUBLISHED","2008","AFR","COG","AGE25-PLUS","BTSX","29.0 [13.9-47.5]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","WPR","COK","AGE25-PLUS","BTSX","59.0 [42.2-73.5]","","","",""
"CHOL_02","PUBLISHED","2008","AMR","CRI","AGE25-PLUS","BTSX","41.1 [25.4-58.6]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AFR","CIV","AGE25-PLUS","BTSX","21.0 [10.9-34.6]","","","",""
"CHOL_02","PUBLISHED","2008","AFR","GNQ","AGE25-PLUS","BTSX","40.9 [21.8-61.3]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AFR","ERI","AGE25-PLUS","BTSX","21.4 [10.5-36.2]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EUR","EST","AGE25-PLUS","BTSX","56.7 [37.5-73.4]","","","",""
"CHOL_02","PUBLISHED","2008","AFR","ETH","AGE25-PLUS","BTSX","21.3 [10.8-35.5]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","WPR","KOR","AGE25-PLUS","BTSX","42.5 [33.4-51.8]","","","",""
"CHOL_02","PUBLISHED","2008","SEAR","TLS","AGE25-PLUS","BTSX","26.7 [13.7-42.8]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AFR","TGO","AGE25-PLUS","BTSX","17.1 [8.3-29.8]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","WPR","TON","AGE25-PLUS","BTSX","49.7 [36.1-63.5]","","","",""
"CHOL_02","PUBLISHED","2008","AMR","TTO","AGE25-PLUS","BTSX","39.1 [21.3-58.4]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EMR","TUN","AGE25-PLUS","BTSX","40.7 [25.2-57.5]","","","",""
"CHOL_02","PUBLISHED","2008","AMR","VEN","AGE25-PLUS","BTSX","38.4 [23.3-53.8]","","","",""
"CHOL_02","PUBLISHED","2008","WPR","VNM","AGE25-PLUS","BTSX","36.1 [21.5-52.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EMR","YEM","AGE25-PLUS","BTSX","32.3 [17.6-48.4]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AFR","ZMB","AGE25-PLUS","BTSX","27.7 [18.6-37.9]","","","",""
"CHOL_02","PUBLISHED","2008","AFR","","AGE25-PLUS","MLE","21.2 [15.6-27.9]","","","",""
"CHOL_02","PUBLISHED","2008","GLOBAL","","AGE25-PLUS","FMLE","40.2 [35.3-45.2]","","","",""
"CHOL_02","PUBLISHED","2008","AFR","","AGE25-PLUS","BTSX","23.1 [18.5-28.3]","","","",""
"CHOL_02","PUBLISHED","2008","AMR","","AGE25-PLUS","BTSX","47.7 [42.5-52.7]","","","",""
"CHOL_02","PUBLISHED","2008","EMR","","AGE25-PLUS","BTSX","38.4 [33.4-43.6]","","","",""
"CHOL_02","PUBLISHED","2008","EUR","MDA","AGE25-PLUS","BTSX","36.5 [18.9-56.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EUR","ROU","AGE25-PLUS","BTSX","45.8 [28.8-63.0]","","","",""
"CHOL_02","PUBLISHED","2008","EUR","RUS","AGE25-PLUS","BTSX","50.6 [32.3-67.9]","","","",""
"CHOL_02","PUBLISHED","2008","EUR","SVK","AGE25-PLUS","BTSX","52.5 [34.3-69.5]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EUR","SVN","AGE25-PLUS","BTSX","56.3 [38.3-72.4]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","WPR","SLB","AGE25-PLUS","BTSX","33.2 [22.1-46.4]","","","",""
"CHOL_02","PUBLISHED","2008","EMR","SOM","AGE25-PLUS","BTSX","24.7 [12.9-39.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AFR","GNB","AGE25-PLUS","BTSX","17.0 [8.4-29.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AMR","GUY","AGE25-PLUS","BTSX","23.3 [11.6-38.6]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AMR","HTI","AGE25-PLUS","BTSX","22.6 [11.3-37.2]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AMR","HND","AGE25-PLUS","BTSX","30.1 [16.6-46.6]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AFR","KEN","AGE25-PLUS","BTSX","26.9 [14.1-42.8]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","WPR","KIR","AGE25-PLUS","BTSX","35.5 [23.4-49.0]","","","",""
"CHOL_02","PUBLISHED","2008","EMR","KWT","AGE25-PLUS","BTSX","56.2 [45.4-66.3]","","","",""
"CHOL_02","PUBLISHED","2008","EUR","KGZ","AGE25-PLUS","BTSX","30.1 [15.7-47.5]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EUR","MLT","AGE25-PLUS","BTSX","59.0 [42.4-73.6]","","","",""
"CHOL_02","PUBLISHED","2008","WPR","MHL","AGE25-PLUS","BTSX","46.1 [31.6-60.5]","","","",""
"CHOL_02","PUBLISHED","2008","AFR","MRT","AGE25-PLUS","BTSX","22.2 [14.0-32.4]","","","",""
"CHOL_02","PUBLISHED","2008","AFR","MUS","AGE25-PLUS","BTSX","47.1 [29.3-65.7]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","WPR","NZL","AGE25-PLUS","BTSX","56.2 [38.1-72.4]","","","",""
"CHOL_02","PUBLISHED","2008","AMR","NIC","AGE25-PLUS","BTSX","30.0 [16.3-46.7]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AFR","NER","AGE25-PLUS","BTSX","15.2 [7.2-27.5]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AFR","NGA","AGE25-PLUS","BTSX","16.8 [8.3-29.8]","","","",""
"CHOL_02","PUBLISHED","2008","WPR","NIU","AGE25-PLUS","BTSX","...","","","","No data available.  Estimate could not be calculated due to lack of covariate data."
"CHOL_02","PUBLISHED","2008","WB_LMI","","AGE25-PLUS","BTSX","33.1 [28.4-38.1]","","","",""
"CHOL_02","PUBLISHED","2008","WB_UMI","","AGE25-PLUS","BTSX","45.9 [40.2-51.4]","","","",""
"CHOL_02","PUBLISHED","2008","WB_HI","","AGE25-PLUS","BTSX","56.5 [52.9-60.0]","","","",""
"CHOL_02","PUBLISHED","2008","EUR","AND","AGE25-PLUS","MLE","69.7 [48.8-86.1]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","AMR","ATG","AGE25-PLUS","MLE","40.4 [17.5-66.1]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_02","PUBLISHED","2008","EUR","AZE","AGE25-PLUS","MLE","33.1 [13.9-57.7]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
