"GHO","PUBLISHSTATE","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"M_survey_title_youth","PUBLISHED","EUR","FIN","Adolescent Health and Lifestyle Survey","","","",""
"M_survey_title_youth","PUBLISHED","EUR","SWE","Alcohol and drug use among students (Skolelevers drogvanor)","","","",""
"M_survey_title_youth","PUBLISHED","WPR","NZL","ASH Year 10 Survey","","","",""
"M_survey_title_youth","PUBLISHED","WPR","AUS","Australian Secondary School Students Alcohol and Drug Survey (ASSAD)","","","",""
"M_survey_title_youth","PUBLISHED","EMR","IRN","CASPIAN study","","","",""
"M_survey_title_youth","PUBLISHED","AMR","CRI","Encuesta Nacional sobre Consumo de Drogas en poblaci�n de Educaci�n Secundaria","","","",""
"M_survey_title_youth","PUBLISHED","AMR","COL","Encuesta Nacional sobre Consumo de Sustancias Psicoactivas en Poblaci�n Escolar","","","",""
"M_survey_title_youth","PUBLISHED","EUR","MLT","ESPAD: Substance Use Among Students in 36 European Countries","","","",""
"M_survey_title_youth","PUBLISHED","EUR","MCO","ESPAD: Substance Use Among Students in 36 European Countries","","","",""
"M_survey_title_youth","PUBLISHED","AMR","CHL","Estudio Nacional de Drogas en Poblaci�n Escolar de Chile","","","",""
"M_survey_title_youth","PUBLISHED","EUR","PRT","Estudo sobre o Consumo de �lcool, Tabaco e Drogas (ESPAD)","","","",""
"M_survey_title_youth","PUBLISHED","EUR","BGR","European School Survey Project on Alcohol and Other Drugs (ESPAD)","","","",""
"M_survey_title_youth","PUBLISHED","AFR","BEN","Global School-Based Student Health Survey","","","",""
"M_survey_title_youth","PUBLISHED","AFR","MWI","Global School-Based Student Health Survey","","","",""
"M_survey_title_youth","PUBLISHED","AFR","MRT","Global School-Based Student Health Survey","","","",""
"M_survey_title_youth","PUBLISHED","AFR","MUS","Global School-Based Student Health Survey","","","",""
"M_survey_title_youth","PUBLISHED","AFR","SYC","Global School-Based Student Health Survey","","","",""
