"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","EDUCATIONLEVEL","SEX","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","Display Value","Numeric","Low","High","Comments"
"uweight5","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","URB","","","4.3 [2.7-6.7]","4.25318","2.67457","6.69939",""
"uweight5","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","URB","","","No data","","","","Not available."
"uweight5","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","RUR","","","2.5 [1.5-4.1]","2.52200","1.54811","4.08315",""
"uweight5","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","URB","","","4.0 [2.4-6.5]","3.95919","2.37588","6.52708",""
"uweight5","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","RUR","","","7.4 [4.8-11.1]","7.35097","4.79807","11.10377",""
"uweight5","EQ_DHS","PUBLISHED","2006","AFR","BEN","","","URB","","","14.5 [13.2-15.9]","14.52292","13.24539","15.90108",""
"uweight5","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","RUR","","","No data","","","","Not available."
"uweight5","EQ_DHS","PUBLISHED","1998","AFR","BFA","","","URB","","","16.8 [14.0-20.1]","16.80108","13.97698","20.06273",""
"uweight5","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","RUR","","","35.6 [33.6-37.5]","35.55612","33.61573","37.54516",""
"uweight5","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","URB","","","23.7 [18.3-30.0]","23.65083","18.29935","29.99279",""
"uweight5","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","RUR","","","27.2 [25.7-28.8]","27.24973","25.74347","28.80992",""
"uweight5","EQ_DHS","PUBLISHED","2007","SEAR","BGD","","","URB","","","33.4 [30.1-37.0]","33.44818","30.06244","37.01343",""
"uweight5","EQ_DHS","PUBLISHED","2011","SEAR","BGD","","","RUR","","","38.7 [36.8-40.7]","38.69625","36.75410","40.67503",""
"uweight5","EQ_MICS","PUBLISHED","2012","SEAR","BGD","","","URB","","","27.0 [24.3-29.9]","27.00920","24.33813","29.85774",""
"uweight5","EQ_DHS","PUBLISHED","2014","SEAR","BGD","","","RUR","","","34.8 [32.7-37.0]","34.80709","32.65688","37.02103",""
"uweight5","EQ_MICS","PUBLISHED","2006","EUR","BIH","","","URB","","","2.4 [1.1-4.9]","2.36017","1.12151","4.89908",""
"uweight5","EQ_MICS","PUBLISHED","2011","EUR","BIH","","","RUR","","","1.4 [0.7-2.7]","1.38613","0.70281","2.71565",""
"uweight5","EQ_DHS","PUBLISHED","1994","AMR","BOL","","","URB","","","No data","","","","Not available."
"uweight5","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","RUR","","","8.1 [6.9-9.4]","8.06868","6.94487","9.35606",""
"uweight5","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","URB","","","3.5 [2.8-4.3]","3.45021","2.75991","4.30552",""
"uweight5","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","RUR","","","6.1 [5.2-7.2]","6.13690","5.20014","7.22954",""
"uweight5","EQ_MICS","PUBLISHED","2012","AMR","BRB","","","RUR","","","1.8 [0.6-5.3]","1.82433","0.61654","5.27263",""
"uweight5","EQ_DHS","PUBLISHED","1998","AFR","CIV","","","URB","","","10.7 [8.5-13.5]","10.73115","8.47833","13.49432",""
"uweight5","EQ_MICS","PUBLISHED","2006","AFR","CIV","","","RUR","","","20.5 [18.9-22.3]","20.54856","18.91079","22.28918",""
"uweight5","EQ_DHS","PUBLISHED","2011","AFR","CIV","","","URB","","","11.4 [9.0-14.4]","11.41596","8.99901","14.37948",""
"uweight5","EQ_DHS","PUBLISHED","1998","AFR","CMR","","","RUR","","","No data","","","","Not available."
