"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","EDUCATIONLEVEL","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","WEALTHDECILE","Display Value","Numeric","Low","High","Comments"
"anc4","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","AFGDHS201513","","2.9 [1.3-6.6]","3.00000","1.00000","7.00000",""
"anc4","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","AFGDHS201529","","9.5 [5.8-15.4]","10.00000","6.00000","15.00000",""
"anc4","EQ_RHS","PUBLISHED","2002","EUR","ALB","","","","ALBRHS200203","","28.0 [22.6-34.1]","28.00000","23.00000","34.00000",""
"anc4","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","ALBDHS201706","","92.5 [83.5-96.8]","92.00000","83.00000","97.00000",""
"anc4","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","DZAMICS201204","","54.8 [50.8-58.8]","55.00000","51.00000","59.00000",""
"anc4","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","AGOMICS199614","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","AGODHS201506","","30.8 [23.6-39.2]","31.00000","24.00000","39.00000",""
"anc4","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","AGODHS201514","","67.5 [57.6-76.1]","68.00000","58.00000","76.00000",""
"anc4","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","ARGMICS201105","","94.2 [91.0-96.3]","94.00000","91.00000","96.00000",""
"anc4","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","ARMDHS200001","","38.9 [24.5-55.5]","39.00000","25.00000","56.00000",""
"anc4","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","ARMDHS201001","","98.9 [96.7-99.7]","99.00000","97.00000","100.00000",""
"anc4","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","ARMDHS201510","","98.6 [90.1-99.8]","99.00000","90.00000","100.00000",""
"anc4","EQ_MICS","PUBLISHED","2006","SEAR","BGD","","","","BGDMICS200604","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","2007","SEAR","BGD","","","","BGDDHS200706","","13.4 [10.0-17.6]","13.00000","10.00000","18.00000",""
"anc4","EQ_MICS","PUBLISHED","2012","SEAR","BGD","","","","BGDMICS201207","","16.0 [12.9-19.8]","16.00000","13.00000","20.00000",""
"anc4","EQ_MICS","PUBLISHED","2005","EUR","BLR","","","","BLRMICS200505","","No data","","","","Not available."
"anc4","EQ_MICS","PUBLISHED","2011","AMR","BLZ","","","","BLZMICS201105","","88.5 [79.5-93.9]","89.00000","79.00000","94.00000",""
"anc4","EQ_DHS","PUBLISHED","1996","AFR","BEN","","","","BENDHS199603","","38.9 [29.4-49.4]","39.00000","29.00000","49.00000",""
"anc4","EQ_MICS","PUBLISHED","2014","AFR","BEN","","","","BENMICS201407","","54.3 [45.6-62.8]","54.00000","46.00000","63.00000",""
"anc4","EQ_DHS","PUBLISHED","2017","AFR","BEN","","","","BENDHS201712","","75.7 [71.2-79.8]","76.00000","71.00000","80.00000",""
"anc4","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","","BTNMICS201004","","55.6 [36.9-72.9]","56.00000","37.00000","73.00000","Attention - Estimate is based on 25-49 cases."
"anc4","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","","BTNMICS201006","","59.8 [41.2-76.0]","60.00000","41.00000","76.00000",""
"anc4","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","BOLDHS199803","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","BOLDHS200306","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","BOLDHS200307","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","BOLDHS200801","","80.4 [74.1-85.4]","80.00000","74.00000","85.00000",""
"anc4","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","BOLDHS200805","","No data","","","","Not available."
"anc4","EQ_MICS","PUBLISHED","2011","EUR","BIH","","","","BIHMICS201103","","88.3 [60.7-97.3]","88.00000","61.00000","97.00000","Attention - Estimate is based on 25-49 cases."
"anc4","EQ_DHS","PUBLISHED","1996","AMR","BRA","","","","BRADHS199603","","68.2 [57.5-77.4]","68.00000","57.00000","77.00000",""
"anc4","EQ_DHS","PUBLISHED","1998","AFR","BFA","","","","BFADHS199801","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","BFADHS200303","","No data","","","","Not available."
"anc4","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","BFAMICS200610","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","BFADHS201002","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","BFADHS201007","","48.5 [42.5-54.5]","48.00000","43.00000","55.00000",""
"anc4","EQ_MICS","PUBLISHED","2000","AFR","BDI","","","","BDIMICS200004","","No data","","","","Not available."
"anc4","EQ_MICS","PUBLISHED","2005","AFR","BDI","","","","BDIMICS200502","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","2016","AFR","BDI","","","","BDIDHS201602","","42.3 [36.4-48.5]","42.00000","36.00000","48.00000",""
"anc4","EQ_DHS","PUBLISHED","2016","AFR","BDI","","","","BDIDHS201604","","51.6 [46.9-56.2]","52.00000","47.00000","56.00000",""
"anc4","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","KHMDHS200021","","3.6 [1.7-7.7]","4.00000","2.00000","8.00000",""
"anc4","EQ_DHS","PUBLISHED","2005","WPR","KHM","","","","KHMDHS200513","","28.8 [21.8-37.1]","29.00000","22.00000","37.00000",""
"anc4","EQ_DHS","PUBLISHED","1991","AFR","CMR","","","","CMRDHS199102","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","2004","AFR","CMR","","","","CMRDHS200407","","42.3 [35.3-49.6]","42.00000","35.00000","50.00000",""
"anc4","EQ_MICS","PUBLISHED","2006","AFR","CMR","","","","CMRMICS200603","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","2011","AFR","CMR","","","","CMRDHS201101","","52.0 [46.3-57.6]","52.00000","46.00000","58.00000",""
"anc4","EQ_DHS","PUBLISHED","2011","AFR","CMR","","","","CMRDHS201109","","75.5 [70.1-80.3]","76.00000","70.00000","80.00000",""
"anc4","EQ_DHS","PUBLISHED","2018","AFR","CMR","","","","CMRDHS201801","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","2018","AFR","CMR","","","","CMRDHS201809","","No data","","","","Not available."
"anc4","EQ_MICS","PUBLISHED","2000","AFR","CAF","","","","CAFMICS200001","","No data","","","","Not available."
"anc4","EQ_MICS","PUBLISHED","2000","AFR","CAF","","","","CAFMICS200017","","No data","","","","Not available."
"anc4","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","CAFMICS200604","","No data","","","","Not available."
"anc4","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","CAFMICS200608","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","AFGDHS201501","","35.6 [29.7-42.1]","36.00000","30.00000","42.00000",""
"anc4","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","AFGDHS201507","","13.9 [10.1-18.7]","14.00000","10.00000","19.00000",""
"anc4","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","AFGDHS201528","","25.0 [19.2-31.8]","25.00000","19.00000","32.00000",""
"anc4","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","","ALBMICS200501","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","ALBDHS201708","","46.3 [35.3-57.7]","46.00000","35.00000","58.00000",""
"anc4","EQ_MICS","PUBLISHED","2006","AFR","DZA","","","","DZAMICS200601","","No data","","","","Not available."
"anc4","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","AGOMICS199604","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","AGODHS201509","","56.6 [49.7-63.2]","57.00000","50.00000","63.00000",""
"anc4","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","ARMDHS200503","","55.8 [36.8-73.2]","56.00000","37.00000","73.00000",""
"anc4","EQ_DHS","PUBLISHED","1999","SEAR","BGD","","","","BGDDHS199902","","7.2 [5.0-10.3]","7.00000","5.00000","10.00000",""
"anc4","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","AZEDHS200606","","32.0 [24.1-41.0]","32.00000","24.00000","41.00000",""
"anc4","EQ_MICS","PUBLISHED","2011","AMR","BLZ","","","","BLZMICS201102","","84.8 [73.2-91.9]","85.00000","73.00000","92.00000",""
"anc4","EQ_MICS","PUBLISHED","2012","SEAR","BGD","","","","BGDMICS201204","","27.1 [23.9-30.4]","27.00000","24.00000","30.00000",""
"anc4","EQ_MICS","PUBLISHED","2015","AMR","BLZ","","","","BLZMICS201501","","93.5 [84.4-97.4]","93.00000","84.00000","97.00000",""
"anc4","EQ_DHS","PUBLISHED","1996","AFR","BEN","","","","BENDHS199604","","49.3 [42.4-56.3]","49.00000","42.00000","56.00000",""
"anc4","EQ_MICS","PUBLISHED","2006","AMR","BLZ","","","","BLZMICS200606","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","2017","AFR","BEN","","","","BENDHS201706","","53.3 [46.9-59.6]","53.00000","47.00000","60.00000",""
"anc4","EQ_DHS","PUBLISHED","2006","AFR","BEN","","","","BENDHS200606","","51.9 [47.2-56.5]","52.00000","47.00000","57.00000",""
"anc4","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","","BTNMICS201003","","70.7 [62.0-78.2]","71.00000","62.00000","78.00000",""
"anc4","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","BOLDHS200305","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","BOLDHS199801","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","BOLDHS200309","","74.5 [66.8-81.0]","75.00000","67.00000","81.00000",""
"anc4","EQ_MICS","PUBLISHED","2000","AFR","BWA","","","","BWAMICS200010","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","BOLDHS200803","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","BOLDHS200301","","59.0 [53.3-64.4]","59.00000","53.00000","64.00000",""
"anc4","EQ_MICS","PUBLISHED","2000","AFR","BWA","","","","BWAMICS200001","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","BFADHS200304","","23.8 [19.1-29.1]","24.00000","19.00000","29.00000",""
"anc4","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","BFADHS200309","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","BOLDHS200806","","82.9 [76.6-87.7]","83.00000","77.00000","88.00000",""
"anc4","EQ_DHS","PUBLISHED","1996","AMR","BRA","","","","BRADHS199605","","No data","","","","Not available."
"anc4","EQ_MICS","PUBLISHED","2006","EUR","BIH","","","","BIHMICS200603","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","BFADHS200304","","No data","","","","Not available."
"anc4","EQ_MICS","PUBLISHED","2000","AFR","BDI","","","","BDIMICS200005","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","2016","AFR","BDI","","","","BDIDHS201618","","47.5 [41.3-53.8]","47.00000","41.00000","54.00000",""
"anc4","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","BFADHS201014","","No data","","","","Not available."
"anc4","EQ_MICS","PUBLISHED","2000","AFR","BDI","","","","BDIMICS200003","","No data","","","","Not available."
"anc4","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","BFAMICS200603","","No data","","","","Not available."
"anc4","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","KHMDHS200020","","9.0 [5.3-14.9]","9.00000","5.00000","15.00000",""
