"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","EDUCATIONLEVEL","SEX","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","WEALTHDECILE","Display Value","Numeric","Low","High","Comments"
"ort","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201507","","57.5 [48.0-66.4]","57.00000","48.00000","66.00000",""
"ort","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201509","","45.9 [34.6-57.6]","46.00000","35.00000","58.00000",""
"ort","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201516","","23.9 [19.8-28.5]","24.00000","20.00000","28.00000",""
"ort","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201518","","50.1 [42.0-58.3]","50.00000","42.00000","58.00000",""
"ort","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201527","","17.9 [10.5-28.8]","18.00000","10.00000","29.00000",""
"ort","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201532","","49.5 [42.4-56.6]","49.00000","42.00000","57.00000",""
"ort","EQ_DHS","PUBLISHED","2008","EUR","ALB","","","","","ALBDHS200802","","54.5 [29.7-77.3]","55.00000","30.00000","77.00000","Attention - Estimate is based on 25-49 cases."
"ort","EQ_DHS","PUBLISHED","2008","EUR","ALB","","","","","ALBDHS200804","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"ort","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201707","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"ort","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","DZAMICS201207","","35.0 [28.4-42.2]","35.00000","28.00000","42.00000",""
"ort","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199608","","No data","","","","Not available."
"ort","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199615","","No data","","","","Not available."
"ort","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199617","","No data","","","","Not available."
"ort","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201504","","47.6 [40.6-54.7]","48.00000","41.00000","55.00000",""
"ort","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201513","","3.7 [1.1-11.6]","4.00000","1.00000","12.00000",""
"ort","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","ARMDHS200001","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
