"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"VC_VAW_SXVLN","PUBLISHED","2015","EMR","AFG","YEARS18-29","FMLE","1.1","1.10000","","","DHS 2015"
"VC_VAW_SXVLN","PUBLISHED","2016","AFR","AGO","YEARS18-29","FMLE","4.6","4.60000","","","DHS 2015-16"
"VC_VAW_SXVLN","PUBLISHED","2006","EUR","AZE","YEARS18-29","FMLE","0.09","0.09044","","","DHS 2006"
"VC_VAW_SXVLN","PUBLISHED","2017","AFR","BDI","YEARS18-29","MLE","0.2","0.20000","","","DHS 2016-17"
"VC_VAW_SXVLN","PUBLISHED","2017","AFR","BDI","YEARS18-29","FMLE","3.5","3.50000","","","DHS 2016-17"
"VC_VAW_SXVLN","PUBLISHED","2015","SEAR","BGD","YEARS18-29","FMLE","3.5","3.50000","","","Violence against Women Survey 2015 2015"
"VC_VAW_SXVLN","PUBLISHED","2011","AFR","CMR","YEARS18-29","FMLE","15.99","15.98972","","","EDS-MICS 2011"
"VC_VAW_SXVLN","PUBLISHED","2011","AFR","CMR","YEARS18-29","MLE","4.13","4.13286","","","EDS-MICS 2011"
"VC_VAW_SXVLN","PUBLISHED","2014","AFR","COD","YEARS18-29","FMLE","13.37","13.36876","","","DHS 2014"
"VC_VAW_SXVLN","PUBLISHED","2015","AMR","COL","YEARS18-29","FMLE","2.2","2.20000","","","DHS 2015"
"VC_VAW_SXVLN","PUBLISHED","2012","AFR","COM","YEARS18-29","FMLE","3.14","3.13708","","","DHS 2012"
"VC_VAW_SXVLN","PUBLISHED","2013","AMR","DOM","YEARS18-29","FMLE","1.31","1.31499","","","DHS 2013"
"VC_VAW_SXVLN","PUBLISHED","2016","AFR","ETH","YEARS18-29","FMLE","5.1","5.10000","","","DHS 2016"
"VC_VAW_SXVLN","PUBLISHED","2012","AFR","GAB","YEARS18-29","FMLE","9.28","9.27711","","","DHS 2012"
"VC_VAW_SXVLN","PUBLISHED","2008","AFR","GHA","YEARS18-29","FMLE","10.31","10.30739","","","DHS 2008"
"VC_VAW_SXVLN","PUBLISHED","2013","AFR","GMB","YEARS18-29","FMLE","0.36","0.35654","","","DHS 2013"
"VC_VAW_SXVLN","PUBLISHED","2015","AMR","GTM","YEARS18-29","FMLE","4","4.00000","","","DHS 2014-15"
"VC_VAW_SXVLN","PUBLISHED","2015","AMR","GTM","YEARS18-29","MLE","1","1.00000","","","DHS 2014-15"
"VC_VAW_SXVLN","PUBLISHED","2012","AMR","HND","YEARS18-29","FMLE","5.14","5.14190","","","DHS 2011-12"
"VC_VAW_SXVLN","PUBLISHED","2017","AMR","HTI","YEARS18-29","FMLE","4.8","4.80000","","","DHS 2016-17"
"VC_VAW_SXVLN","PUBLISHED","2016","SEAR","IND","YEARS18-29","FMLE","1.3","1.30000","","","NFHS 2015-16"
"VC_VAW_SXVLN","PUBLISHED","2016","AMR","JAM","YEARS18-29","FMLE","2.3","2.30000","","","Women's Health Survey 2016 2016"
"VC_VAW_SXVLN","PUBLISHED","2014","AFR","KEN","YEARS18-29","FMLE","4.4","4.39770","","","DHS 2014"
"VC_VAW_SXVLN","PUBLISHED","2014","AFR","KEN","YEARS18-29","MLE","1.77","1.76801","","","DHS 2014"
"VC_VAW_SXVLN","PUBLISHED","2014","WPR","KHM","YEARS18-29","FMLE","1.7","1.70382","","","DHS 2014"
"VC_VAW_SXVLN","PUBLISHED","2007","AFR","LBR","YEARS18-29","FMLE","4.21","4.20964","","","DHS 2007"
"VC_VAW_SXVLN","PUBLISHED","2005","EUR","MDA","YEARS18-29","FMLE","5.23","5.22624","","","DHS 2005"
"VC_VAW_SXVLN","PUBLISHED","2016","SEAR","MMR","YEARS18-29","FMLE","1.2","1.20000","","","DHS 2015-16"
"VC_VAW_SXVLN","PUBLISHED","2015","AFR","MOZ","YEARS18-29","FMLE","1.9","1.90000","","","AIS 2015"
"VC_VAW_SXVLN","PUBLISHED","2015","AFR","MOZ","YEARS18-29","MLE","0.4","0.40000","","","AIS 2015"
"VC_VAW_SXVLN","PUBLISHED","2015","AFR","MWI","YEARS18-29","FMLE","4.1","4.10000","","","DHS 2014-15"
"VC_VAW_SXVLN","PUBLISHED","2013","AFR","NAM","YEARS18-29","FMLE","0.55","0.54633","","","DHS 2013"
"VC_VAW_SXVLN","PUBLISHED","2013","AFR","NGA","YEARS18-29","FMLE","3.86","3.86144","","","DHS 2013"
"VC_VAW_SXVLN","PUBLISHED","2016","SEAR","NPL","YEARS18-29","FMLE","3","3.00000","","","DHS 2016"
"VC_VAW_SXVLN","PUBLISHED","2015","AMR","PAN","YEARS18-29","FMLE","3.4","3.40000","","","ENASSER 2014-15"
"VC_VAW_SXVLN","PUBLISHED","2017","WPR","PHL","YEARS18-29","FMLE","2","2.00000","","","DHS 2017"
"VC_VAW_SXVLN","PUBLISHED","2015","AFR","RWA","YEARS18-29","FMLE","9.91","9.90745","","","DHS 2014-15"
"VC_VAW_SXVLN","PUBLISHED","2015","AFR","RWA","YEARS18-29","MLE","0.1","0.10035","","","DHS 2014-15"
"VC_VAW_SXVLN","PUBLISHED","2017","AFR","SEN","YEARS18-29","FMLE","2.1","2.10000","","","Continuous DHS 2017"
"VC_VAW_SXVLN","PUBLISHED","2013","AFR","SLE","YEARS18-29","MLE","0.39","0.38602","","","DHS 2013"
"VC_VAW_SXVLN","PUBLISHED","2013","AFR","SLE","YEARS18-29","FMLE","1.84","1.83595","","","DHS 2013"
"VC_VAW_SXVLN","PUBLISHED","2009","AFR","STP","YEARS18-29","FMLE","3.38","3.37890","","","DHS 2008-09"
"VC_VAW_SXVLN","PUBLISHED","2015","AFR","TCD","YEARS18-29","FMLE","1.82","1.81931","","","DHS 2014-15"
"VC_VAW_SXVLN","PUBLISHED","2014","AFR","TGO","YEARS18-29","FMLE","3.78","3.78410","","","DHS 2013-14"
"VC_VAW_SXVLN","PUBLISHED","2017","EUR","TJK","YEARS18-29","FMLE","0","0.00000","","","DHS 2017"
"VC_VAW_SXVLN","PUBLISHED","2016","SEAR","TLS","YEARS18-29","FMLE","2.8","2.80000","","","DHS 2016"
"VC_VAW_SXVLN","PUBLISHED","2017","AMR","TTO","YEARS18-29","FMLE","24.8","24.80000","","","National Women's and Health Survey for Trinidad and Tobago  2017"
"VC_VAW_SXVLN","PUBLISHED","2016","AFR","TZA","YEARS18-29","FMLE","7.3","7.30031","","","DHS 2015-16"
"VC_VAW_SXVLN","PUBLISHED","2016","AFR","UGA","YEARS18-29","FMLE","5.2","5.20000","","","DHS 2016"
"VC_VAW_SXVLN","PUBLISHED","2016","AFR","UGA","YEARS18-29","MLE","1.3","1.30000","","","DHS 2016"
"VC_VAW_SXVLN","PUBLISHED","2007","EUR","UKR","YEARS18-29","FMLE","1.84","1.84007","","","DHS 2007"
"VC_VAW_SXVLN","PUBLISHED","2014","AFR","ZMB","YEARS18-29","FMLE","5.47","5.47488","","","DHS 2013-14"
"VC_VAW_SXVLN","PUBLISHED","2015","AFR","ZWE","YEARS18-29","FMLE","5.86","5.86232","","","DHS 2015"
