"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","EDUCATIONLEVEL","SEX","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","WEALTHDECILE","Display Value","Numeric","Low","High","Comments"
"bfearly","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","","","AFGMICS201001","","57.2 [51.9-62.4]","57.00000","52.00000","62.00000",""
"bfearly","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","","","AFGMICS201002","","45.5 [36.4-55.0]","46.00000","36.00000","55.00000",""
"bfearly","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","","","AFGMICS201003","","52.5 [45.4-59.5]","53.00000","45.00000","60.00000",""
"bfearly","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","","","AFGMICS201004","","53.3 [47.9-58.7]","53.00000","48.00000","59.00000",""
"bfearly","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","","","AFGMICS201005","","70.8 [65.7-75.4]","71.00000","66.00000","75.00000",""
"bfearly","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","","","AFGMICS201006","","24.1 [17.2-32.7]","24.00000","17.00000","33.00000",""
"bfearly","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","","","AFGMICS201007","","37.4 [25.2-51.3]","37.00000","25.00000","51.00000",""
"bfearly","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","","","AFGMICS201008","","63.5 [56.2-70.2]","64.00000","56.00000","70.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201501","","32.9 [25.7-41.0]","33.00000","26.00000","41.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201502","","45.1 [37.2-53.2]","45.00000","37.00000","53.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201503","","55.2 [48.4-61.8]","55.00000","48.00000","62.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201504","","34.9 [25.4-45.6]","35.00000","25.00000","46.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201505","","52.3 [46.1-58.3]","52.00000","46.00000","58.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201506","","52.7 [44.7-60.6]","53.00000","45.00000","61.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201507","","31.4 [24.9-38.7]","31.00000","25.00000","39.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201508","","66.9 [58.4-74.3]","67.00000","58.00000","74.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201509","","13.1 [8.8-19.1]","13.00000","9.00000","19.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201510","","50.1 [39.8-60.3]","50.00000","40.00000","60.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201511","","26.8 [19.2-36.2]","27.00000","19.00000","36.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201512","","14.4 [9.6-21.0]","14.00000","10.00000","21.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201513","","25.8 [19.4-33.3]","26.00000","19.00000","33.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201514","","49.9 [44.6-55.2]","50.00000","45.00000","55.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201515","","25.8 [19.4-33.3]","26.00000","19.00000","33.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201516","","80.9 [76.2-84.9]","81.00000","76.00000","85.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201517","","43.8 [31.6-56.8]","44.00000","32.00000","57.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201518","","55.9 [43.6-67.5]","56.00000","44.00000","68.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201519","","52.9 [45.3-60.3]","53.00000","45.00000","60.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201520","","77.6 [70.3-83.6]","78.00000","70.00000","84.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201521","","28.7 [24.1-33.7]","29.00000","24.00000","34.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201522","","56.6 [49.0-63.9]","57.00000","49.00000","64.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201523","","40.8 [31.7-50.4]","41.00000","32.00000","50.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201524","","57.1 [46.2-67.2]","57.00000","46.00000","67.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201525","","64.4 [52.1-75.2]","64.00000","52.00000","75.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201526","","24.7 [16.6-35.1]","25.00000","17.00000","35.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201527","","18.4 [10.2-31.0]","18.00000","10.00000","31.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201528","","57.6 [52.0-63.0]","58.00000","52.00000","63.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201529","","44.3 [38.8-49.9]","44.00000","39.00000","50.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201530","","34.8 [26.4-44.2]","35.00000","26.00000","44.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201531","","55.6 [45.5-65.3]","56.00000","46.00000","65.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201532","","50.2 [42.7-57.6]","50.00000","43.00000","58.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201533","","86.8 [81.5-90.7]","87.00000","82.00000","91.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201534","","35.0 [26.7-44.2]","35.00000","27.00000","44.00000",""
"bfearly","EQ_MICS","PUBLISHED","2000","EUR","ALB","","","","","ALBMICS200001","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","2000","EUR","ALB","","","","","ALBMICS200002","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","2000","EUR","ALB","","","","","ALBMICS200003","","No data","","","","Not available."
"bfearly","EQ_RHS","PUBLISHED","2002","EUR","ALB","","","","","ALBRHS200201","","26.8 [21.5-32.8]","27.00000","22.00000","33.00000",""
"bfearly","EQ_RHS","PUBLISHED","2002","EUR","ALB","","","","","ALBRHS200202","","14.6 [9.3-22.2]","15.00000","9.00000","22.00000",""
"bfearly","EQ_RHS","PUBLISHED","2002","EUR","ALB","","","","","ALBRHS200203","","12.1 [8.2-17.4]","12.00000","8.00000","17.00000",""
"bfearly","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","","","ALBMICS200501","","26.5 [16.6-39.7]","27.00000","17.00000","40.00000",""
"bfearly","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","","","ALBMICS200502","","61.9 [50.4-72.3]","62.00000","50.00000","72.00000",""
"bfearly","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","","","ALBMICS200503","","11.5 [6.0-21.1]","12.00000","6.00000","21.00000",""
"bfearly","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","","","ALBMICS200504","","28.0 [19.0-39.2]","28.00000","19.00000","39.00000",""
"bfearly","EQ_DHS","PUBLISHED","2008","EUR","ALB","","","","","ALBDHS200801","","43.1 [34.1-52.5]","43.00000","34.00000","52.00000",""
"bfearly","EQ_DHS","PUBLISHED","2008","EUR","ALB","","","","","ALBDHS200802","","42.9 [34.1-52.3]","43.00000","34.00000","52.00000",""
"bfearly","EQ_DHS","PUBLISHED","2008","EUR","ALB","","","","","ALBDHS200803","","40.1 [32.5-48.3]","40.00000","33.00000","48.00000",""
"bfearly","EQ_DHS","PUBLISHED","2008","EUR","ALB","","","","","ALBDHS200804","","49.2 [37.6-60.9]","49.00000","38.00000","61.00000",""
"bfearly","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201701","","19.3 [11.5-30.7]","19.00000","11.00000","31.00000",""
"bfearly","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201702","","47.9 [38.1-57.8]","48.00000","38.00000","58.00000",""
"bfearly","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201703","","56.0 [39.2-71.5]","56.00000","39.00000","72.00000",""
"bfearly","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201704","","35.2 [26.1-45.4]","35.00000","26.00000","45.00000",""
"bfearly","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201705","","45.6 [34.7-56.8]","46.00000","35.00000","57.00000",""
"bfearly","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201706","","44.3 [31.3-58.1]","44.00000","31.00000","58.00000",""
"bfearly","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201707","","86.2 [76.5-92.3]","86.00000","77.00000","92.00000",""
"bfearly","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201708","","38.7 [30.1-48.0]","39.00000","30.00000","48.00000",""
"bfearly","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201709","","21.9 [13.2-34.1]","22.00000","13.00000","34.00000",""
"bfearly","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201710","","61.3 [46.7-74.1]","61.00000","47.00000","74.00000",""
"bfearly","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201711","","74.5 [63.4-83.1]","75.00000","63.00000","83.00000",""
"bfearly","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201712","","68.0 [52.7-80.2]","68.00000","53.00000","80.00000","Attention - Estimate is based on 25-49 cases."
"bfearly","EQ_MICS","PUBLISHED","2000","AFR","DZA","","","","","DZAMICS200001","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","2000","AFR","DZA","","","","","DZAMICS200002","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","2000","AFR","DZA","","","","","DZAMICS200003","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","2000","AFR","DZA","","","","","DZAMICS200004","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","2006","AFR","DZA","","","","","DZAMICS200601","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","2006","AFR","DZA","","","","","DZAMICS200602","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","2006","AFR","DZA","","","","","DZAMICS200603","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","2006","AFR","DZA","","","","","DZAMICS200604","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","DZAMICS201201","","33.8 [29.3-38.7]","34.00000","29.00000","39.00000",""
"bfearly","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","DZAMICS201202","","33.5 [28.2-39.2]","33.00000","28.00000","39.00000",""
"bfearly","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","DZAMICS201203","","36.6 [32.3-41.1]","37.00000","32.00000","41.00000",""
"bfearly","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","DZAMICS201204","","42.0 [38.2-45.9]","42.00000","38.00000","46.00000",""
"bfearly","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","DZAMICS201205","","30.1 [26.7-33.7]","30.00000","27.00000","34.00000",""
"bfearly","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","DZAMICS201206","","40.4 [36.0-45.0]","40.00000","36.00000","45.00000",""
"bfearly","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","DZAMICS201207","","43.4 [39.8-47.1]","43.00000","40.00000","47.00000",""
"bfearly","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199602","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199603","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199604","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199605","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199606","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199607","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199608","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199609","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199610","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199611","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199612","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199613","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199614","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199615","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199616","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199617","","No data","","","","Not available."
"bfearly","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199618","","No data","","","","Not available."
"bfearly","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201501","","36.7 [30.1-43.8]","37.00000","30.00000","44.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201502","","48.7 [43.0-54.3]","49.00000","43.00000","54.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201503","","35.2 [28.4-42.7]","35.00000","28.00000","43.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201504","","52.5 [45.6-59.2]","52.00000","46.00000","59.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201505","","38.3 [30.2-47.2]","38.00000","30.00000","47.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201506","","42.8 [34.0-52.0]","43.00000","34.00000","52.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201507","","38.4 [31.1-46.3]","38.00000","31.00000","46.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201508","","31.0 [22.2-41.5]","31.00000","22.00000","41.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201509","","42.3 [33.5-51.6]","42.00000","34.00000","52.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201510","","43.5 [37.1-50.2]","44.00000","37.00000","50.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201511","","67.4 [55.6-77.4]","67.00000","56.00000","77.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201512","","56.6 [48.1-64.7]","57.00000","48.00000","65.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201513","","29.4 [20.7-39.9]","29.00000","21.00000","40.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201514","","33.4 [24.6-43.7]","33.00000","25.00000","44.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201515","","61.8 [52.8-70.0]","62.00000","53.00000","70.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201516","","71.5 [64.1-77.9]","72.00000","64.00000","78.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201517","","21.7 [16.3-28.2]","22.00000","16.00000","28.00000",""
"bfearly","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201518","","31.0 [23.9-39.2]","31.00000","24.00000","39.00000",""
"bfearly","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","","ARGMICS201101","","48.0 [41.5-54.6]","48.00000","41.00000","55.00000",""
"bfearly","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","","ARGMICS201102","","45.6 [40.8-50.4]","46.00000","41.00000","50.00000",""
"bfearly","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","","ARGMICS201103","","54.7 [48.2-61.0]","55.00000","48.00000","61.00000",""
"bfearly","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","","ARGMICS201104","","66.1 [59.4-72.2]","66.00000","59.00000","72.00000",""
"bfearly","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","","ARGMICS201105","","56.6 [51.5-61.6]","57.00000","52.00000","62.00000",""
"bfearly","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","","ARGMICS201106","","60.9 [55.2-66.3]","61.00000","55.00000","66.00000",""
