"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","EDUCATIONLEVEL","RESIDENCEAREATYPE","WEALTHQUINTILE","Display Value","Numeric","Low","High","Comments"
"EQ_WATERIMPROVED","EQ_MICS","PUBLISHED","2010","EMR","AFG","","URB","","82.1","82.10000","","",""
"EQ_WATERIMPROVED","EQ_MICS","PUBLISHED","2010","EMR","AFG","","RUR","","51.2","51.20000","","",""
"EQ_WATERIMPROVED","EQ_MICS","PUBLISHED","2010","EMR","AFG","EDLVL00TO05YR","","","80.0","80.00000","","",""
"EQ_WATERIMPROVED","EQ_MICS","PUBLISHED","2010","EMR","AFG","EDLVL06TO11YR","","","87.2","87.20000","","",""
"EQ_WATERIMPROVED","EQ_MICS","PUBLISHED","2010","EMR","AFG","EDLVL12PLUSYR","","","92.0","92.00000","","",""
"EQ_WATERIMPROVED","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","WQ2","95.7","95.70000","","",""
"EQ_WATERIMPROVED","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","WQ3","98.4","98.40000","","",""
"EQ_WATERIMPROVED","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","WQ4","97.6","97.60000","","",""
"EQ_WATERIMPROVED","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","WQ5","98.3","98.30000","","",""
"EQ_WATERIMPROVED","EQ_MICS","PUBLISHED","2011","AMR","ARG","EDLVL00TO05YR","","","97.1","97.10000","","",""
"EQ_WATERIMPROVED","EQ_DHS","PUBLISHED","1999","SEAR","BGD","","","WQ5","99.8","99.80000","","",""
"EQ_WATERIMPROVED","EQ_DHS","PUBLISHED","2004","SEAR","BGD","","","","97.1","97.10000","","",""
"EQ_WATERIMPROVED","EQ_DHS","PUBLISHED","2004","SEAR","BGD","","URB","","99.0","99.00000","","",""
"EQ_WATERIMPROVED","EQ_DHS","PUBLISHED","2004","SEAR","BGD","","RUR","","96.5","96.50000","","",""
"EQ_WATERIMPROVED","EQ_MICS","PUBLISHED","2006","SEAR","BGD","EDLVL06TO11YR","","","99.3","99.30000","","",""
"EQ_WATERIMPROVED","EQ_MICS","PUBLISHED","2006","SEAR","BGD","EDLVL12PLUSYR","","","99.9","99.90000","","",""
"EQ_WATERIMPROVED","EQ_MICS","PUBLISHED","2006","SEAR","BGD","","","WQ1","99.0","99.00000","","",""
"EQ_WATERIMPROVED","EQ_MICS","PUBLISHED","2006","SEAR","BGD","","","WQ2","98.5","98.50000","","",""
"EQ_WATERIMPROVED","EQ_DHS","PUBLISHED","2007","SEAR","BGD","","","WQ5","99.5","99.50000","","",""
"EQ_WATERIMPROVED","EQ_DHS","PUBLISHED","2011","SEAR","BGD","","","","98.5","98.50000","","",""
"EQ_WATERIMPROVED","EQ_DHS","PUBLISHED","2011","SEAR","BGD","","URB","","99.2","99.20000","","",""
"EQ_WATERIMPROVED","EQ_DHS","PUBLISHED","2011","SEAR","BGD","","RUR","","98.2","98.20000","","",""
"EQ_WATERIMPROVED","EQ_MICS","PUBLISHED","2012","AMR","BRB","EDLVL12PLUSYR","","","99.9","99.90000","","",""
"EQ_WATERIMPROVED","EQ_MICS","PUBLISHED","2012","AMR","BRB","","","WQ1","99.8","99.80000","","",""
"EQ_WATERIMPROVED","EQ_MICS","PUBLISHED","2012","AMR","BRB","","","WQ2","99.9","99.90000","","",""
"EQ_WATERIMPROVED","EQ_MICS","PUBLISHED","2012","AMR","BRB","","","WQ3","100.0","100.00000","","",""
"EQ_WATERIMPROVED","EQ_MICS","PUBLISHED","2005","EUR","BLR","","","WQ5","100.0","100.00000","","",""
"EQ_WATERIMPROVED","EQ_MICS","PUBLISHED","2011","AMR","ARG","EDLVL06TO11YR","","","97.9","97.90000","","",""
"EQ_WATERIMPROVED","EQ_MICS","PUBLISHED","2011","AMR","ARG","EDLVL12PLUSYR","","","99.1","99.10000","","",""
"EQ_WATERIMPROVED","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","WQ1","93.2","93.20000","","",""
"EQ_WATERIMPROVED","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","WQ4","100.0","100.00000","","",""
"EQ_WATERIMPROVED","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","WQ5","100.0","100.00000","","",""
"EQ_WATERIMPROVED","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","96.9","96.90000","","",""
"EQ_WATERIMPROVED","EQ_DHS","PUBLISHED","2005","EUR","ARM","","URB","","99.5","99.50000","","",""
"EQ_WATERIMPROVED","EQ_DHS","PUBLISHED","2010","EUR","ARM","EDLVL00TO05YR","","","98.6","98.60000","","",""
"EQ_WATERIMPROVED","EQ_DHS","PUBLISHED","2010","EUR","ARM","EDLVL06TO11YR","","","98.9","98.90000","","",""
"EQ_WATERIMPROVED","EQ_DHS","PUBLISHED","2010","EUR","ARM","EDLVL12PLUSYR","","","98.4","98.40000","","",""
"EQ_WATERIMPROVED","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","WQ1","91.7","91.70000","","",""
"EQ_WATERIMPROVED","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","WQ4","89.2","89.20000","","",""
"EQ_WATERIMPROVED","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","WQ5","98.0","98.00000","","",""
"EQ_WATERIMPROVED","EQ_DHS","PUBLISHED","1993","SEAR","BGD","","","","92.5","92.50000","","",""
"EQ_WATERIMPROVED","EQ_DHS","PUBLISHED","1993","SEAR","BGD","","URB","","98.6","98.60000","","",""
"EQ_WATERIMPROVED","EQ_DHS","PUBLISHED","1996","SEAR","BGD","EDLVL06TO11YR","","","99.8","99.80000","","",""
