"GHO","PUBLISHSTATE","YEAR","COUNTRY","Display Value","Numeric","Low","High","Comments"
"ITU_ICT_2","PUBLISHED","2012","AFG","60.35299258","60.35299","","","Source: ITU estimate."
"ITU_ICT_2","PUBLISHED","2012","ALB","110.6865316","110.68653","","","Source: Minister for Innovation and ICT"
"ITU_ICT_2","PUBLISHED","2012","DZA","97.94784301","97.94785","","","Source: ITU estimate."
"ITU_ICT_2","PUBLISHED","2012","ARG","151.9051863","151.90518","","","Source: Comisión Nacional de Comunicaciones"
"ITU_ICT_2","PUBLISHED","2012","ARM","111.9146632","111.91467","","","Source: Ministry of Transport and Communications"
"ITU_ICT_2","PUBLISHED","2012","AUS","105.585695","105.58569","","","ACMA Communications Report 2011-12.<br />Source: ACMA."
"ITU_ICT_2","PUBLISHED","2012","AZE","108.7683381","108.76834","","","Source: Ministry of Communications and Information Technologies (MC&IT)"
"ITU_ICT_2","PUBLISHED","2012","BHR","161.1670576","161.16705","","","Source: Telecommunications Regulatory Authority."
"ITU_ICT_2","PUBLISHED","2012","BRB","122.5191635","122.51917","","","Source: ITU estimate."
"ITU_ICT_2","PUBLISHED","2012","BEL","111.3315482","111.33155","","","Active subscriptions.<br />Source: Belgian Institute for Postal Services and Telecommunications "
"ITU_ICT_2","PUBLISHED","2012","BLZ","53.20712214","53.20712","","","Incl. mobile GSM and AMPS pre- mobile base.<br />Source: Belize Telemedia Limited"
"ITU_ICT_2","PUBLISHED","2012","BEN","83.65431589","83.65431","","","Source: Autorité transitoire de régulation des postes et télécommunications du Bénin"
"ITU_ICT_2","PUBLISHED","2012","BTN","75.6097824","75.60978","","","Bhutan Telecom and Tashi Cell are the only two service providers in Bhutan<br />Source: Ministry of Information & Communications"
"ITU_ICT_2","PUBLISHED","2012","BOL","90.44349501","90.44350","","","Source: Autoridad de Fiscalización y Control Social de Telecomunicaciones y Transportes"
"ITU_ICT_2","PUBLISHED","2012","BIH","87.57471473","87.57471","","","Source: Communications Regulatory Agency B & H"
"ITU_ICT_2","PUBLISHED","2012","BWA","153.7856491","153.78564","","","December 2012 figure<br />Source: Botswana Telecommunications Authority"
"ITU_ICT_2","PUBLISHED","2012","BRA","125.0018521","125.00185","","","Source: Agência Nacional de Telecomunicaç?es"
"ITU_ICT_2","PUBLISHED","2012","BRN","113.9487384","113.94874","","","Source: Authority for Info-communications Technology Industry of Brunei Darussalam"
"ITU_ICT_2","PUBLISHED","2012","BGR","148.1311121","148.13112","","","Source: Communications Regulation Commission"
"ITU_ICT_2","PUBLISHED","2012","BFA","60.60765215","60.60765","","","Source: Autorité de Régulation des Communications Électroniques et des Postes (ARCEP)"
"ITU_ICT_2","PUBLISHED","2012","BDI","22.81446021","22.81446","","","Source: Agence de Régulation et de Contrôle des Télécommunications "
"ITU_ICT_2","PUBLISHED","2012","KHM","128.5272115","128.52721","","","Source: Ministry of Posts and Telecommunications"
"ITU_ICT_2","PUBLISHED","2012","CMR","60.40682443","60.40683","","","Source: Agence de Régulation des Télécommunications"
"ITU_ICT_2","PUBLISHED","2012","CAN","80.05046389","80.05046","","","Source: Canadian Radio-television and Telecommunications Commission"
"ITU_ICT_2","PUBLISHED","2012","CPV","86.02531144","86.02531","","","Source: Agencia Nacional das Comunicaçoes"
"ITU_ICT_2","PUBLISHED","2012","CAF","25.26102109","25.26102","","","Total number of subscriptions (including non-actif):2.082.589<br />Source: Agence de Régulation des Télécommunications (ART)"
"ITU_ICT_2","PUBLISHED","2012","TCD","35.36487879","35.36488","","","Source: Office Tchadien de Régulation des Télécommunications"
"ITU_ICT_2","PUBLISHED","2012","CHL","138.167827","138.16783","","","Source: Subsecretaría de Telecomunicaciones"
"ITU_ICT_2","PUBLISHED","2012","CHN","80.76271455","80.76272","","","Source: Ministry of Industry and Information Technology"
"ITU_ICT_2","PUBLISHED","2012","COL","102.8549384","102.85493","","","Source: Ministerio de Tecnologías de la Información y las Comunicaciones"
"ITU_ICT_2","PUBLISHED","2012","COM","39.51356301","39.51356","","","Source: Autorité Nationale de Régulation des TIC"
"ITU_ICT_2","PUBLISHED","2012","COG","98.75682808","98.75683","","","Source: Agence de Régulation des Postes et des Communications Electroniques"
"ITU_ICT_2","PUBLISHED","2012","COD","30.58009217","30.58009","","","Source: Autorité de Régulation de la Poste et des Télécommunications"
"ITU_ICT_2","PUBLISHED","2012","CRI","111.9199133","111.91991","","","Source: Superintendencia de Telecomunicaciones"
"ITU_ICT_2","PUBLISHED","2012","CIV","91.22862939","91.22863","","",""
