"GHO","PUBLISHSTATE","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"M_def_1_text_youth","PUBLISHED","AFR","GHA","Current cigarette smoking","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","ARG","Current cigarette smoking","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","COL","Current cigarette smoking","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","HND","Current cigarette smoking","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","PER","Current cigarette smoking","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","USA","Current cigarette smoking","","","",""
"M_def_1_text_youth","PUBLISHED","EMR","IRQ","Current cigarette smoking","","","",""
"M_def_1_text_youth","PUBLISHED","EMR","LBN","Current cigarette smoking","","","",""
"M_def_1_text_youth","PUBLISHED","EUR","BGR","Current cigarette smoking","","","",""
"M_def_1_text_youth","PUBLISHED","EUR","GRC","Current cigarette smoking","","","",""
"M_def_1_text_youth","PUBLISHED","EUR","ITA","Current cigarette smoking","","","",""
"M_def_1_text_youth","PUBLISHED","EUR","MLT","Current cigarette smoking","","","",""
"M_def_1_text_youth","PUBLISHED","EUR","MCO","Current cigarette smoking","","","",""
"M_def_1_text_youth","PUBLISHED","EUR","PRT","Current cigarette smoking","","","",""
"M_def_1_text_youth","PUBLISHED","EUR","SMR","Current cigarette smoking","","","",""
"M_def_1_text_youth","PUBLISHED","EUR","SRB","Current cigarette smoking","","","",""
"M_def_1_text_youth","PUBLISHED","WPR","JPN","Current cigarette smoking","","","",""
"M_def_1_text_youth","PUBLISHED","WPR","MYS","Current cigarette smoking","","","",""
"M_def_1_text_youth","PUBLISHED","WPR","KOR","Current cigarette smoking","","","",""
"M_def_1_text_youth","PUBLISHED","WPR","SLB","Current cigarette smoking","","","",""
"M_def_1_text_youth","PUBLISHED","WPR","VUT","Current cigarette smoking","","","",""
"M_def_1_text_youth","PUBLISHED","WPR","VNM","Current cigarette smoking","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","GAB","Current tobacco smoking","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","BHS","Current tobacco smoking","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","CAN","Current tobacco smoking","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","CRI","Current tobacco smoking","","","",""
"M_def_1_text_youth","PUBLISHED","EMR","DJI","Current tobacco smoking","","","",""
"M_def_1_text_youth","PUBLISHED","EMR","IRN","Current tobacco smoking","","","","Definition is ever smoking, not current smoking"
"M_def_1_text_youth","PUBLISHED","EMR","ARE","Current tobacco smoking","","","",""
"M_def_1_text_youth","PUBLISHED","EUR","ARM","Current tobacco smoking","","","","Smoking at least once a week"
"M_def_1_text_youth","PUBLISHED","EUR","AUT","Current tobacco smoking","","","","Smoking at least once a week"
"M_def_1_text_youth","PUBLISHED","EUR","BEL","Current tobacco smoking","","","","Smoking at least once a week. Flemish Region only."
"M_def_1_text_youth","PUBLISHED","EUR","DNK","Current tobacco smoking","","","","Smoking at least once a week."
"M_def_1_text_youth","PUBLISHED","EUR","EST","Current tobacco smoking","","","","Smoking at least once a week."
"M_def_1_text_youth","PUBLISHED","EUR","FRA","Current tobacco smoking","","","","Smoking at least once a week."
"M_def_1_text_youth","PUBLISHED","EUR","DEU","Current tobacco smoking","","","",""
"M_def_1_text_youth","PUBLISHED","EUR","IRL","Current tobacco smoking","","","","Smoking at least once a week."
"M_def_1_text_youth","PUBLISHED","EUR","ISR","Current tobacco smoking","","","","Smoking at least once a week."
"M_def_1_text_youth","PUBLISHED","EUR","LTU","Current tobacco smoking","","","","Smoking at least once a week."
"M_def_1_text_youth","PUBLISHED","EUR","LUX","Current tobacco smoking","","","",""
"M_def_1_text_youth","PUBLISHED","EUR","NLD","Current tobacco smoking","","","",""
"M_def_1_text_youth","PUBLISHED","EUR","NOR","Current tobacco smoking","","","","Smoking at least once a week."
"M_def_1_text_youth","PUBLISHED","EUR","POL","Current tobacco smoking","","","","Smoking at least once a week."
"M_def_1_text_youth","PUBLISHED","EUR","RUS","Current tobacco smoking","","","","Smoking at least once a week."
"M_def_1_text_youth","PUBLISHED","EUR","ESP","Current tobacco smoking","","","",""
"M_def_1_text_youth","PUBLISHED","EUR","CHE","Current tobacco smoking","","","","Smoking at least once a week."
"M_def_1_text_youth","PUBLISHED","EUR","MKD","Current tobacco smoking","","","","Smoking at least once a week."
"M_def_1_text_youth","PUBLISHED","EUR","GBR","Current tobacco smoking","","","","Data representative of England only."
"M_def_1_text_youth","PUBLISHED","SEAR","THA","Current tobacco smoking","","","",""
"M_def_1_text_youth","PUBLISHED","WPR","AUS","Current tobacco smoking","","","",""
"M_def_1_text_youth","PUBLISHED","WPR","NZL","Current tobacco smoking","","","",""
"M_def_1_text_youth","PUBLISHED","WPR","SGP","Current tobacco smoking","","","",""
"M_def_1_text_youth","PUBLISHED","WPR","TUV","Current tobacco smoking","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","DZA","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","AGO","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","BEN","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","BWA","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","BFA","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","BDI","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","CPV","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","CMR","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","CAF","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","TCD","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","COM","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","COG","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","CIV","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","COD","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","GNQ","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","ERI","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","ETH","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","GMB","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","GIN","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","GNB","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","KEN","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","LSO","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","LBR","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","MDG","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","MWI","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","MLI","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","MRT","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","MUS","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","MOZ","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","NAM","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","NER","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","NGA","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","RWA","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","STP","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","SEN","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","SYC","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","SLE","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","ZAF","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","SWZ","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","TGO","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","UGA","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","TZA","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","ZMB","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AFR","ZWE","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","ATG","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","BRB","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","BLZ","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","BOL","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","BRA","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","CUB","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","DMA","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","DOM","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","SLV","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","GRD","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","GTM","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","GUY","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","HTI","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","JAM","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","MEX","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","NIC","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","PAN","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","PRY","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","KNA","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","LCA","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","VCT","Current tobacco use","","","",""
"M_def_1_text_youth","PUBLISHED","AMR","SUR","Current tobacco use","","","",""
