"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"CHOL_06","PUBLISHED","2008","WPR","","AGE25-PLUS","FMLE","9.7 [6.4-14.4]","","","",""
"CHOL_06","PUBLISHED","2008","GLOBAL","","AGE25-PLUS","FMLE","10.9 [8.9-13.1]","","","",""
"CHOL_06","PUBLISHED","2008","AFR","","AGE25-PLUS","BTSX","4.1 [3.0-5.4]","","","",""
"CHOL_06","PUBLISHED","2008","AMR","","AGE25-PLUS","BTSX","12.7 [10.2-15.6]","","","",""
"CHOL_06","PUBLISHED","2008","WB_HI","","AGE25-PLUS","FMLE","19.5 [15.7-24.0]","","","",""
"CHOL_06","PUBLISHED","2008","WB_LI","","AGE25-PLUS","BTSX","4.6 [3.4-6.1]","","","",""
"CHOL_06","PUBLISHED","2008","WB_LMI","","AGE25-PLUS","BTSX","6.9 [5.5-8.6]","","","",""
"CHOL_06","PUBLISHED","2008","WB_UMI","","AGE25-PLUS","BTSX","12.4 [9.6-15.9]","","","",""
"CHOL_06","PUBLISHED","2008","EMR","BHR","AGE25-PLUS","MLE","14.0 [5.1-28.3]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","SEAR","BGD","AGE25-PLUS","MLE","4.3 [1.3-10.5]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AMR","BRB","AGE25-PLUS","MLE","9.1 [2.6-21.6]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","EUR","BLR","AGE25-PLUS","MLE","14.2 [4.1-33.5]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","EUR","BEL","AGE25-PLUS","MLE","23.5 [8.7-45.1]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AFR","CMR","AGE25-PLUS","MLE","3.0 [1.0-7.2]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AMR","CAN","AGE25-PLUS","MLE","15.6 [5.4-32.7]","","","",""
"CHOL_06","PUBLISHED","2008","AFR","CPV","AGE25-PLUS","MLE","3.6 [2.0-5.8]","","","",""
"CHOL_06","PUBLISHED","2008","AFR","CAF","AGE25-PLUS","MLE","3.2 [0.7-8.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","SEAR","PRK","AGE25-PLUS","MLE","4.3 [1.1-11.1]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AFR","COD","AGE25-PLUS","MLE","2.1 [0.5-6.2]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","EUR","DNK","AGE25-PLUS","MLE","28.5 [12.4-49.8]","","","",""
"CHOL_06","PUBLISHED","2008","EMR","DJI","AGE25-PLUS","MLE","7.5 [2.2-17.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AFR","GMB","AGE25-PLUS","MLE","2.8 [0.9-6.3]","","","",""
"CHOL_06","PUBLISHED","2008","EUR","GEO","AGE25-PLUS","MLE","7.7 [2.3-18.7]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","EUR","DEU","AGE25-PLUS","MLE","29.6 [12.6-51.0]","","","",""
"CHOL_06","PUBLISHED","2008","AFR","GHA","AGE25-PLUS","MLE","2.3 [0.6-6.1]","","","",""
"CHOL_06","PUBLISHED","2008","EMR","IRN","AGE25-PLUS","MLE","11.6 [7.7-16.5]","","","",""
"CHOL_06","PUBLISHED","2008","EMR","IRQ","AGE25-PLUS","MLE","9.2 [5.1-15.0]","","","",""
"CHOL_06","PUBLISHED","2008","EUR","IRL","AGE25-PLUS","MLE","23.0 [9.1-43.3]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","EUR","ISR","AGE25-PLUS","MLE","13.2 [5.6-25.2]","","","",""
"CHOL_06","PUBLISHED","2008","AFR","LBR","AGE25-PLUS","MLE","2.0 [0.6-5.1]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","EMR","LBY","AGE25-PLUS","MLE","6.3 [3.9-9.3]","","","",""
"CHOL_06","PUBLISHED","2008","EUR","LTU","AGE25-PLUS","MLE","16.5 [4.9-35.6]","","","",""
"CHOL_06","PUBLISHED","2008","EUR","LUX","AGE25-PLUS","MLE","27.7 [11.6-49.3]","","","",""
"CHOL_06","PUBLISHED","2008","EUR","MNE","AGE25-PLUS","MLE","13.0 [4.1-28.8]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","EMR","MAR","AGE25-PLUS","MLE","6.9 [2.7-13.8]","","","",""
"CHOL_06","PUBLISHED","2008","AFR","MOZ","AGE25-PLUS","MLE","4.2 [2.1-7.5]","","","",""
"CHOL_06","PUBLISHED","2008","SEAR","MMR","AGE25-PLUS","MLE","4.9 [1.6-12.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","WPR","PLW","AGE25-PLUS","MLE","15.7 [5.4-32.3]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AMR","PAN","AGE25-PLUS","MLE","8.8 [2.9-19.6]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","WPR","PNG","AGE25-PLUS","MLE","7.4 [2.5-16.7]","","","",""
"CHOL_06","PUBLISHED","2008","AMR","PRY","AGE25-PLUS","MLE","7.5 [2.2-18.4]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AMR","PER","AGE25-PLUS","MLE","7.4 [4.1-11.9]","","","",""
"CHOL_06","PUBLISHED","2008","WPR","WSM","AGE25-PLUS","MLE","5.9 [2.4-12.2]","","","",""
"CHOL_06","PUBLISHED","2008","EUR","SMR","AGE25-PLUS","MLE","...","","","","No data available.  Estimate could not be calculated due to lack of covariate data."
"CHOL_06","PUBLISHED","2008","AFR","STP","AGE25-PLUS","MLE","2.2 [1.2-3.7]","","","",""
"CHOL_06","PUBLISHED","2008","EMR","SAU","AGE25-PLUS","MLE","6.9 [3.6-11.9]","","","",""
"CHOL_06","PUBLISHED","2008","AMR","SUR","AGE25-PLUS","MLE","6.2 [1.9-14.7]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AFR","SWZ","AGE25-PLUS","MLE","5.2 [1.4-13.1]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","EUR","SWE","AGE25-PLUS","MLE","17.8 [8.6-30.4]","","","",""
"CHOL_06","PUBLISHED","2008","EUR","CHE","AGE25-PLUS","MLE","19.8 [10.1-32.9]","","","",""
"CHOL_06","PUBLISHED","2008","AFR","UGA","AGE25-PLUS","MLE","3.1 [0.8-8.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","EUR","UKR","AGE25-PLUS","MLE","10.6 [2.9-25.6]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","EMR","ARE","AGE25-PLUS","MLE","14.8 [5.5-29.8]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","EUR","GBR","AGE25-PLUS","MLE","22.2 [11.0-37.5]","","","",""
"CHOL_06","PUBLISHED","2008","AFR","TZA","AGE25-PLUS","MLE","3.3 [1.0-7.9]","","","",""
"CHOL_06","PUBLISHED","2008","EUR","AND","AGE25-PLUS","FMLE","27.0 [10.0-47.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AFR","AGO","AGE25-PLUS","FMLE","6.3 [1.6-16.6]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AMR","ATG","AGE25-PLUS","FMLE","12.8 [3.5-29.2]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AMR","ARG","AGE25-PLUS","FMLE","16.1 [4.8-35.4]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AMR","BOL","AGE25-PLUS","FMLE","8.7 [2.4-20.5]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","EUR","BIH","AGE25-PLUS","FMLE","11.3 [3.0-28.2]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AFR","BWA","AGE25-PLUS","FMLE","8.9 [2.3-22.3]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AMR","BRA","AGE25-PLUS","FMLE","12.4 [4.2-25.9]","","","",""
"CHOL_06","PUBLISHED","2008","AFR","COM","AGE25-PLUS","FMLE","4.5 [1.4-11.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AFR","COG","AGE25-PLUS","FMLE","6.2 [1.6-16.1]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","WPR","COK","AGE25-PLUS","FMLE","19.7 [6.9-38.4]","","","",""
"CHOL_06","PUBLISHED","2008","AMR","CRI","AGE25-PLUS","FMLE","11.7 [3.7-26.3]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","EMR","EGY","AGE25-PLUS","FMLE","11.0 [5.8-18.1]","","","",""
"CHOL_06","PUBLISHED","2008","AMR","SLV","AGE25-PLUS","FMLE","8.6 [2.7-19.7]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AFR","GNQ","AGE25-PLUS","FMLE","10.5 [2.5-27.1]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AFR","ERI","AGE25-PLUS","FMLE","3.6 [1.1-8.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","EUR","EST","AGE25-PLUS","FMLE","22.9 [6.2-48.6]","","","",""
"CHOL_06","PUBLISHED","2008","AFR","GIN","AGE25-PLUS","FMLE","3.7 [1.1-9.4]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AFR","GNB","AGE25-PLUS","FMLE","3.2 [1.0-7.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AMR","GUY","AGE25-PLUS","FMLE","5.5 [1.5-14.6]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AMR","HTI","AGE25-PLUS","FMLE","4.8 [1.4-12.3]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","EUR","KAZ","AGE25-PLUS","FMLE","13.1 [3.7-30.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AFR","KEN","AGE25-PLUS","FMLE","5.0 [1.5-12.1]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","WPR","KIR","AGE25-PLUS","FMLE","8.2 [3.3-16.9]","","","",""
"CHOL_06","PUBLISHED","2008","EMR","KWT","AGE25-PLUS","FMLE","13.3 [7.1-21.5]","","","",""
"CHOL_06","PUBLISHED","2008","SEAR","MDV","AGE25-PLUS","FMLE","11.3 [3.4-25.8]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AFR","MLI","AGE25-PLUS","FMLE","3.6 [1.0-9.3]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","EUR","MLT","AGE25-PLUS","FMLE","22.1 [7.1-43.5]","","","",""
"CHOL_06","PUBLISHED","2008","WPR","MHL","AGE25-PLUS","FMLE","12.9 [4.8-26.5]","","","",""
"CHOL_06","PUBLISHED","2008","AFR","MRT","AGE25-PLUS","FMLE","4.1 [1.8-7.9]","","","",""
"CHOL_06","PUBLISHED","2008","EUR","NLD","AGE25-PLUS","FMLE","22.7 [8.0-44.8]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","WPR","NZL","AGE25-PLUS","FMLE","19.1 [5.5-41.0]","","","",""
"CHOL_06","PUBLISHED","2008","AMR","NIC","AGE25-PLUS","FMLE","6.7 [2.0-15.5]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AFR","NER","AGE25-PLUS","FMLE","2.8 [0.8-7.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","EMR","QAT","AGE25-PLUS","FMLE","14.9 [5.5-29.6]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","WPR","KOR","AGE25-PLUS","FMLE","10.8 [5.5-18.2]","","","",""
"CHOL_06","PUBLISHED","2008","EUR","MDA","AGE25-PLUS","FMLE","10.4 [2.2-27.4]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","EUR","ROU","AGE25-PLUS","FMLE","14.1 [4.0-32.4]","","","",""
"CHOL_06","PUBLISHED","2008","WPR","SGP","AGE25-PLUS","FMLE","21.5 [10.4-36.4]","","","",""
"CHOL_06","PUBLISHED","2008","EUR","SVK","AGE25-PLUS","FMLE","17.8 [5.1-39.2]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","EUR","SVN","AGE25-PLUS","FMLE","21.4 [6.1-44.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","WPR","SLB","AGE25-PLUS","FMLE","7.4 [3.2-14.5]","","","",""
"CHOL_06","PUBLISHED","2008","EUR","MKD","AGE25-PLUS","FMLE","12.8 [3.5-29.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","SEAR","TLS","AGE25-PLUS","FMLE","5.7 [1.6-13.8]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AFR","TGO","AGE25-PLUS","FMLE","3.2 [0.9-7.8]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","WPR","TON","AGE25-PLUS","FMLE","12.2 [4.7-24.8]","","","",""
"CHOL_06","PUBLISHED","2008","AMR","TTO","AGE25-PLUS","FMLE","10.7 [2.7-26.6]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","WPR","VUT","AGE25-PLUS","FMLE","8.7 [2.7-20.1]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AMR","VEN","AGE25-PLUS","FMLE","11.1 [3.5-23.9]","","","",""
"CHOL_06","PUBLISHED","2008","WPR","VNM","AGE25-PLUS","FMLE","8.6 [2.6-19.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","EMR","YEM","AGE25-PLUS","FMLE","6.6 [2.1-15.2]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AMR","BHS","AGE25-PLUS","BTSX","14.9 [6.8-26.2]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","EMR","BHR","AGE25-PLUS","BTSX","14.3 [7.1-24.7]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","SEAR","BGD","AGE25-PLUS","BTSX","4.6 [2.0-9.4]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_06","PUBLISHED","2008","AMR","BRB","AGE25-PLUS","BTSX","11.3 [4.8-21.3]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
