"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","EDUCATIONLEVEL","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","WEALTHDECILE","Display Value","Numeric","Low","High","Comments"
"anc45","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","AGODHS201515","","48.2 [41.7-54.9]","48.00000","42.00000","55.00000",""
"anc45","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","AGODHS201517","","60.1 [54.4-65.6]","60.00000","54.00000","66.00000",""
"anc45","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","AGODHS201518","","64.8 [54.6-73.7]","65.00000","55.00000","74.00000",""
"anc45","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","ARGMICS201106","","No data","","","","Not available."
"anc45","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","ARMDHS200002","","57.6 [43.4-70.6]","58.00000","43.00000","71.00000",""
"anc45","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","ARMDHS200004","","28.9 [19.5-40.5]","29.00000","20.00000","41.00000",""
"anc45","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","ARMDHS200005","","61.6 [48.0-73.7]","62.00000","48.00000","74.00000",""
"anc45","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","AGODHS201501","","63.8 [55.5-71.5]","64.00000","55.00000","71.00000",""
"anc45","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","DZAMICS201204","","No data","","","","Not available."
"anc45","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","DZAMICS201203","","No data","","","","Not available."
"anc45","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","DZAMICS201201","","No data","","","","Not available."
"anc45","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","AFGDHS201534","","13.7 [10.7-17.2]","14.00000","11.00000","17.00000",""
"anc45","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","ARMDHS201503","","87.3 [80.3-92.1]","87.00000","80.00000","92.00000",""
"anc45","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","ARMDHS201504","","97.2 [88.9-99.3]","97.00000","89.00000","99.00000",""
"anc45","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","AFGDHS201532","","29.9 [24.0-36.7]","30.00000","24.00000","37.00000",""
"anc45","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","AFGDHS201531","","2.8 [1.0-7.2]","3.00000","1.00000","7.00000",""
"anc45","EQ_DHS","PUBLISHED","1993","SEAR","BGD","","","","BGDDHS199302","","No data","","","","Not available."
"anc45","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","AFGDHS201517","","13.4 [7.2-23.5]","13.00000","7.00000","24.00000",""
"anc45","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","AFGDHS201515","","1.1 [0.4-2.9]","1.00000","0.00000","3.00000",""
"anc45","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","AFGDHS201514","","16.5 [13.5-20.0]","16.00000","13.00000","20.00000",""
"anc45","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","","AFGMICS201006","","No data","","","","Not available."
"anc45","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","","AFGMICS201005","","No data","","","","Not available."
"anc45","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","","AFGMICS201004","","No data","","","","Not available."
"anc45","EQ_DHS","PUBLISHED","2014","SEAR","BGD","","","","BGDDHS201402","","No data","","","","Not available."
"anc45","EQ_DHS","PUBLISHED","2014","SEAR","BGD","","","","BGDDHS201404","","No data","","","","Not available."
"anc45","EQ_DHS","PUBLISHED","2014","SEAR","BGD","","","","BGDDHS201405","","No data","","","","Not available."
"anc45","EQ_MICS","PUBLISHED","2012","EUR","BLR","","","","BLRMICS201202","","No data","","","","Not available."
"anc45","EQ_MICS","PUBLISHED","2006","AMR","BLZ","","","","BLZMICS200601","","No data","","","","Not available."
"anc45","EQ_MICS","PUBLISHED","2006","AMR","BLZ","","","","BLZMICS200603","","No data","","","","Not available."
"anc45","EQ_MICS","PUBLISHED","2006","AMR","BLZ","","","","BLZMICS200604","","No data","","","","Not available."
"anc45","EQ_MICS","PUBLISHED","2011","AMR","BLZ","","","","BLZMICS201101","","No data","","","","Not available."
"anc45","EQ_MICS","PUBLISHED","2011","AMR","BLZ","","","","BLZMICS201102","","No data","","","","Not available."
"anc45","EQ_MICS","PUBLISHED","2011","AMR","BLZ","","","","BLZMICS201104","","No data","","","","Not available."
"anc45","EQ_MICS","PUBLISHED","2015","AMR","BLZ","","","","BLZMICS201501","","No data","","","","Not available."
"anc45","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","AGOMICS199617","","No data","","","","Not available."
"anc45","EQ_DHS","PUBLISHED","2001","AFR","BEN","","","","BENDHS200105","","72.3 [67.7-76.5]","72.00000","68.00000","77.00000",""
"anc45","EQ_DHS","PUBLISHED","2001","AFR","BEN","","","","BENDHS200106","","70.7 [66.0-74.9]","71.00000","66.00000","75.00000",""
"anc45","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","AGOMICS199616","","No data","","","","Not available."
"anc45","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","AGOMICS199603","","No data","","","","Not available."
"anc45","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","AGOMICS199602","","No data","","","","Not available."
"anc45","EQ_DHS","PUBLISHED","2008","EUR","ALB","","","","ALBDHS200801","","70.1 [63.4-75.9]","70.00000","63.00000","76.00000",""
"anc45","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","ARMDHS200503","","53.7 [39.0-67.8]","54.00000","39.00000","68.00000",""
"anc45","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","ARMDHS200504","","40.7 [25.2-58.4]","41.00000","25.00000","58.00000",""
"anc45","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","BENDHS201105","","57.3 [51.9-62.5]","57.00000","52.00000","62.00000",""
"anc45","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","BENDHS201107","","45.4 [37.6-53.3]","45.00000","38.00000","53.00000",""
"anc45","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","BENDHS201108","","73.3 [68.7-77.4]","73.00000","69.00000","77.00000",""
"anc45","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","ARMDHS200506","","90.5 [81.7-95.3]","90.00000","82.00000","95.00000",""
