"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","GROUP","Display Value","Numeric","Low","High","Comments"
"RSUD_88","PUBLISHED","2008","EMR","AFG","LAW_ENFORCEMENT_AGENCIES","yes","","","",""
"RSUD_88","PUBLISHED","2008","EMR","AFG","SCHOOLS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EMR","AFG","INTERNATIONAL_ORGANIZATIONS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EMR","AFG","SOCIAL_WORKERS_GRP","yes","","","",""
"RSUD_88","PUBLISHED","2008","EMR","AFG","LABOUR_ORGANIZATIONS","no","","","",""
"RSUD_88","PUBLISHED","2008","EMR","AFG","TRADITIONAL_HEALERS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EMR","AFG","COMMUNITY_GROUPS","no","","","",""
"RSUD_88","PUBLISHED","2008","EMR","AFG","EMPLOYERS","no","","","",""
"RSUD_88","PUBLISHED","2008","EMR","AFG","RELIGIOUS_GROUPS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EMR","AFG","HEALTH_CARE_WORKERS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EUR","ALB","TRADITIONAL_HEALERS","no","","","",""
"RSUD_88","PUBLISHED","2008","EUR","ALB","RELIGIOUS_GROUPS","no","","","",""
"RSUD_88","PUBLISHED","2008","EUR","ALB","LAW_ENFORCEMENT_AGENCIES","no","","","",""
"RSUD_88","PUBLISHED","2008","EUR","ALB","HEALTH_CARE_WORKERS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EUR","ALB","LABOUR_ORGANIZATIONS","no","","","",""
"RSUD_88","PUBLISHED","2008","EUR","ALB","COMMUNITY_GROUPS","no","","","",""
"RSUD_88","PUBLISHED","2008","EUR","ALB","EMPLOYERS","no","","","",""
"RSUD_88","PUBLISHED","2008","EUR","ALB","INTERNATIONAL_ORGANIZATIONS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EUR","ALB","SCHOOLS","no","","","",""
"RSUD_88","PUBLISHED","2008","EUR","ALB","SOCIAL_WORKERS_GRP","no","","","",""
"RSUD_88","PUBLISHED","2008","AFR","DZA","RELIGIOUS_GROUPS","yes","","","",""
"RSUD_88","PUBLISHED","2008","AFR","DZA","TRADITIONAL_HEALERS","no","","","",""
"RSUD_88","PUBLISHED","2008","AFR","DZA","INTERNATIONAL_ORGANIZATIONS","yes","","","",""
"RSUD_88","PUBLISHED","2008","AFR","DZA","LAW_ENFORCEMENT_AGENCIES","yes","","","",""
"RSUD_88","PUBLISHED","2008","AFR","DZA","LABOUR_ORGANIZATIONS","no","","","",""
"RSUD_88","PUBLISHED","2008","AFR","DZA","HEALTH_CARE_WORKERS","yes","","","",""
"RSUD_88","PUBLISHED","2008","AFR","DZA","SOCIAL_WORKERS_GRP","yes","","","",""
"RSUD_88","PUBLISHED","2008","AFR","DZA","SCHOOLS","yes","","","",""
"RSUD_88","PUBLISHED","2008","AFR","DZA","EMPLOYERS","no","","","",""
"RSUD_88","PUBLISHED","2008","AFR","DZA","COMMUNITY_GROUPS","no","","","",""
"RSUD_88","PUBLISHED","2008","AFR","AGO","LABOUR_ORGANIZATIONS","no","","","",""
"RSUD_88","PUBLISHED","2008","AFR","AGO","LAW_ENFORCEMENT_AGENCIES","no","","","",""
"RSUD_88","PUBLISHED","2008","AFR","AGO","TRADITIONAL_HEALERS","no","","","",""
"RSUD_88","PUBLISHED","2008","AFR","AGO","INTERNATIONAL_ORGANIZATIONS","yes","","","",""
"RSUD_88","PUBLISHED","2008","AFR","AGO","RELIGIOUS_GROUPS","yes","","","",""
"RSUD_88","PUBLISHED","2008","AFR","AGO","COMMUNITY_GROUPS","no","","","",""
"RSUD_88","PUBLISHED","2008","AFR","AGO","SCHOOLS","yes","","","",""
"RSUD_88","PUBLISHED","2008","AFR","AGO","HEALTH_CARE_WORKERS","yes","","","",""
"RSUD_88","PUBLISHED","2008","AFR","AGO","EMPLOYERS","no","","","",""
"RSUD_88","PUBLISHED","2008","AFR","AGO","SOCIAL_WORKERS_GRP","yes","","","",""
"RSUD_88","PUBLISHED","2008","EUR","ARM","RELIGIOUS_GROUPS","no","","","",""
"RSUD_88","PUBLISHED","2008","EUR","ARM","SCHOOLS","no","","","",""
"RSUD_88","PUBLISHED","2008","EUR","ARM","LABOUR_ORGANIZATIONS","no","","","",""
"RSUD_88","PUBLISHED","2008","EUR","ARM","LAW_ENFORCEMENT_AGENCIES","yes","","","",""
"RSUD_88","PUBLISHED","2008","EUR","ARM","INTERNATIONAL_ORGANIZATIONS","no","","","",""
"RSUD_88","PUBLISHED","2008","EUR","ARM","TRADITIONAL_HEALERS","no","","","",""
"RSUD_88","PUBLISHED","2008","EUR","ARM","HEALTH_CARE_WORKERS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EUR","ARM","COMMUNITY_GROUPS","no","","","",""
"RSUD_88","PUBLISHED","2008","EUR","ARM","EMPLOYERS","no","","","",""
"RSUD_88","PUBLISHED","2008","EUR","ARM","SOCIAL_WORKERS_GRP","no","","","",""
"RSUD_88","PUBLISHED","2008","WPR","AUS","RELIGIOUS_GROUPS","yes","","","",""
"RSUD_88","PUBLISHED","2008","WPR","AUS","LAW_ENFORCEMENT_AGENCIES","yes","","","",""
"RSUD_88","PUBLISHED","2008","WPR","AUS","LABOUR_ORGANIZATIONS","no","","","",""
"RSUD_88","PUBLISHED","2008","WPR","AUS","TRADITIONAL_HEALERS","no","","","",""
"RSUD_88","PUBLISHED","2008","WPR","AUS","SOCIAL_WORKERS_GRP","no","","","",""
"RSUD_88","PUBLISHED","2008","WPR","AUS","HEALTH_CARE_WORKERS","yes","","","",""
"RSUD_88","PUBLISHED","2008","WPR","AUS","EMPLOYERS","no","","","",""
"RSUD_88","PUBLISHED","2008","WPR","AUS","COMMUNITY_GROUPS","yes","","","",""
"RSUD_88","PUBLISHED","2008","WPR","AUS","INTERNATIONAL_ORGANIZATIONS","yes","","","",""
"RSUD_88","PUBLISHED","2008","WPR","AUS","SCHOOLS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EUR","AUT","RELIGIOUS_GROUPS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EUR","AUT","SCHOOLS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EUR","AUT","EMPLOYERS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EUR","AUT","INTERNATIONAL_ORGANIZATIONS","no","","","",""
"RSUD_88","PUBLISHED","2008","EUR","AUT","SOCIAL_WORKERS_GRP","yes","","","",""
"RSUD_88","PUBLISHED","2008","EUR","AUT","LAW_ENFORCEMENT_AGENCIES","yes","","","",""
"RSUD_88","PUBLISHED","2008","EUR","AUT","COMMUNITY_GROUPS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EUR","AUT","HEALTH_CARE_WORKERS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EUR","AUT","LABOUR_ORGANIZATIONS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EUR","AUT","TRADITIONAL_HEALERS","no","","","",""
"RSUD_88","PUBLISHED","2008","EUR","AZE","TRADITIONAL_HEALERS","no","","","",""
"RSUD_88","PUBLISHED","2008","EUR","AZE","EMPLOYERS","no","","","",""
"RSUD_88","PUBLISHED","2008","EUR","AZE","RELIGIOUS_GROUPS","no","","","",""
"RSUD_88","PUBLISHED","2008","EUR","AZE","COMMUNITY_GROUPS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EUR","AZE","INTERNATIONAL_ORGANIZATIONS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EUR","AZE","HEALTH_CARE_WORKERS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EUR","AZE","SCHOOLS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EUR","AZE","LAW_ENFORCEMENT_AGENCIES","yes","","","",""
"RSUD_88","PUBLISHED","2008","EUR","AZE","SOCIAL_WORKERS_GRP","yes","","","",""
"RSUD_88","PUBLISHED","2008","EUR","AZE","LABOUR_ORGANIZATIONS","no","","","",""
"RSUD_88","PUBLISHED","2008","AMR","BHS","SCHOOLS","yes","","","",""
"RSUD_88","PUBLISHED","2008","AMR","BHS","EMPLOYERS","yes","","","",""
"RSUD_88","PUBLISHED","2008","AMR","BHS","RELIGIOUS_GROUPS","yes","","","",""
"RSUD_88","PUBLISHED","2008","AMR","BHS","COMMUNITY_GROUPS","yes","","","",""
"RSUD_88","PUBLISHED","2008","AMR","BHS","TRADITIONAL_HEALERS","yes","","","",""
"RSUD_88","PUBLISHED","2008","AMR","BHS","INTERNATIONAL_ORGANIZATIONS","yes","","","",""
"RSUD_88","PUBLISHED","2008","AMR","BHS","SOCIAL_WORKERS_GRP","yes","","","",""
"RSUD_88","PUBLISHED","2008","AMR","BHS","LAW_ENFORCEMENT_AGENCIES","yes","","","",""
"RSUD_88","PUBLISHED","2008","AMR","BHS","HEALTH_CARE_WORKERS","yes","","","",""
"RSUD_88","PUBLISHED","2008","AMR","BHS","LABOUR_ORGANIZATIONS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EMR","BHR","SOCIAL_WORKERS_GRP","no","","","",""
"RSUD_88","PUBLISHED","2008","EMR","BHR","COMMUNITY_GROUPS","no","","","",""
"RSUD_88","PUBLISHED","2008","EMR","BHR","HEALTH_CARE_WORKERS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EMR","BHR","INTERNATIONAL_ORGANIZATIONS","no","","","",""
"RSUD_88","PUBLISHED","2008","EMR","BHR","RELIGIOUS_GROUPS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EMR","BHR","LABOUR_ORGANIZATIONS","no","","","",""
"RSUD_88","PUBLISHED","2008","EMR","BHR","SCHOOLS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EMR","BHR","TRADITIONAL_HEALERS","no","","","",""
"RSUD_88","PUBLISHED","2008","EMR","BHR","EMPLOYERS","no","","","",""
"RSUD_88","PUBLISHED","2008","EMR","BHR","LAW_ENFORCEMENT_AGENCIES","yes","","","",""
"RSUD_88","PUBLISHED","2008","SEAR","BGD","EMPLOYERS","no","","","",""
"RSUD_88","PUBLISHED","2008","SEAR","BGD","TRADITIONAL_HEALERS","no","","","",""
"RSUD_88","PUBLISHED","2008","SEAR","BGD","RELIGIOUS_GROUPS","yes","","","",""
"RSUD_88","PUBLISHED","2008","SEAR","BGD","HEALTH_CARE_WORKERS","yes","","","",""
"RSUD_88","PUBLISHED","2008","SEAR","BGD","LAW_ENFORCEMENT_AGENCIES","yes","","","",""
"RSUD_88","PUBLISHED","2008","SEAR","BGD","COMMUNITY_GROUPS","yes","","","",""
"RSUD_88","PUBLISHED","2008","SEAR","BGD","SOCIAL_WORKERS_GRP","yes","","","",""
"RSUD_88","PUBLISHED","2008","SEAR","BGD","INTERNATIONAL_ORGANIZATIONS","yes","","","",""
"RSUD_88","PUBLISHED","2008","SEAR","BGD","SCHOOLS","yes","","","",""
"RSUD_88","PUBLISHED","2008","SEAR","BGD","LABOUR_ORGANIZATIONS","no","","","",""
"RSUD_88","PUBLISHED","2008","EUR","BLR","SCHOOLS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EUR","BLR","HEALTH_CARE_WORKERS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EUR","BLR","LABOUR_ORGANIZATIONS","no","","","",""
"RSUD_88","PUBLISHED","2008","EUR","BLR","RELIGIOUS_GROUPS","yes","","","",""
"RSUD_88","PUBLISHED","2008","EUR","BLR","LAW_ENFORCEMENT_AGENCIES","yes","","","",""
