"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SUBSTANCETYPE","Display Value","Numeric","Low","High","Comments"
"RSUD_560","PUBLISHED","2014","EMR","AFG","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EMR","AFG","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EMR","AFG","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","ALB","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","ALB","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","ALB","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","ALB","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","AND","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","AND","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","AND","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","AND","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EMR","ARE","ALCOHOL","No","","","",""
"RSUD_560","PUBLISHED","2014","EMR","ARE","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","EMR","ARE","PRESCRIPTION_DRUGS","No","","","",""
"RSUD_560","PUBLISHED","2014","EMR","ARE","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","ARG","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","ARG","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","ARG","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","ARG","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","ARM","ALCOHOL","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","ARM","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","ARM","TOBACCO","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","ARM","PRESCRIPTION_DRUGS","No","","","",""
"RSUD_560","PUBLISHED","2014","WPR","AUS","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","WPR","AUS","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","WPR","AUS","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","WPR","AUS","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","AZE","ALCOHOL","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","AZE","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","AZE","TOBACCO","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","AZE","PRESCRIPTION_DRUGS","No","","","",""
"RSUD_560","PUBLISHED","2014","AFR","BDI","ALCOHOL","No","","","",""
"RSUD_560","PUBLISHED","2014","AFR","BDI","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","AFR","BDI","TOBACCO","No","","","",""
"RSUD_560","PUBLISHED","2014","AFR","BDI","PRESCRIPTION_DRUGS","No","","","",""
"RSUD_560","PUBLISHED","2014","AFR","BEN","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","BEN","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","BEN","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","BEN","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","BFA","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","BFA","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","BFA","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","BFA","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","SEAR","BGD","ALCOHOL","No","","","",""
"RSUD_560","PUBLISHED","2014","SEAR","BGD","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","SEAR","BGD","TOBACCO","No","","","",""
"RSUD_560","PUBLISHED","2014","SEAR","BGD","PRESCRIPTION_DRUGS","No","","","",""
"RSUD_560","PUBLISHED","2014","EMR","BHR","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","BIH","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","BIH","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","BIH","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","BIH","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","BLR","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","BLR","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","BLR","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","BLR","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","BLZ","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","BLZ","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","BLZ","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","BLZ","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","BOL","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","BOL","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","BOL","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","BRA","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","AMR","BRA","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","BRA","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","BRA","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","BRB","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","BRB","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","BRB","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","BRB","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","WPR","BRN","ALCOHOL","No","","","",""
"RSUD_560","PUBLISHED","2014","WPR","BRN","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","WPR","BRN","TOBACCO","No","","","",""
"RSUD_560","PUBLISHED","2014","WPR","BRN","PRESCRIPTION_DRUGS","No","","","",""
"RSUD_560","PUBLISHED","2014","SEAR","BTN","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","SEAR","BTN","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","SEAR","BTN","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","SEAR","BTN","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","BWA","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","BWA","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","BWA","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","BWA","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","CAN","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","CAN","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","CAN","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","CAN","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","CHE","ALCOHOL","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","CHE","TOBACCO","No","","","",""
"RSUD_560","PUBLISHED","2014","AMR","CHL","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","CHL","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","CHL","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","CHL","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","WPR","CHN","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","WPR","CHN","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","WPR","CHN","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","WPR","CHN","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","CIV","ALCOHOL","No","","","",""
"RSUD_560","PUBLISHED","2014","AFR","CIV","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","AFR","CIV","TOBACCO","No","","","",""
"RSUD_560","PUBLISHED","2014","AFR","CIV","PRESCRIPTION_DRUGS","No","","","",""
"RSUD_560","PUBLISHED","2014","AFR","COD","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","COD","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","COD","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","COD","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","COG","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","COG","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","COL","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","COL","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","COL","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","COM","ALCOHOL","No","","","",""
"RSUD_560","PUBLISHED","2014","AFR","COM","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","AFR","COM","TOBACCO","No","","","",""
"RSUD_560","PUBLISHED","2014","AFR","COM","PRESCRIPTION_DRUGS","No","","","",""
"RSUD_560","PUBLISHED","2014","AMR","CRI","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","CRI","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","CRI","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","CRI","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","CUB","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","CUB","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","CUB","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","CUB","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","CYP","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","CYP","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","CYP","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","CYP","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","CZE","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","CZE","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","CZE","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","CZE","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","DEU","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","DEU","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","DEU","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","DEU","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EMR","DJI","ALCOHOL","No","","","",""
"RSUD_560","PUBLISHED","2014","EMR","DJI","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","EMR","DJI","TOBACCO","No","","","",""
"RSUD_560","PUBLISHED","2014","EMR","DJI","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","DNK","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","DNK","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","DNK","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","DNK","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","DOM","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","DOM","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","DOM","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","DOM","PRESCRIPTION_DRUGS","Yes","","","",""
