"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","WORLDBANKINCOMEGROUP","UNSDGREGION","Display Value","Numeric","Low","High","Comments"
"NUTSTUNTINGNUM","PUBLISHED","1990","","","","UNSDG_SOUTHERNAFR","2.2 [1.9-2.5]","2.20000","1.90000","2.50000",""
"NUTSTUNTINGNUM","PUBLISHED","1990","","","","UNSDG_CENTRALAMR","5.1 [3.8-6.7]","5.10000","3.80000","6.70000",""
"NUTSTUNTINGNUM","PUBLISHED","1990","","","","UNSDG_MIDDLEAFR","5.8 [4.8-6.9]","5.80000","4.80000","6.90000",""
"NUTSTUNTINGNUM","PUBLISHED","1990","","","","UNSDG_SOUTHEASTERNASIA","26.6 [21.8-31.5]","26.60000","21.80000","31.50000",""
"NUTSTUNTINGNUM","PUBLISHED","1990","","","","UNSDG_LLDC","24.1 [20.2-27.9]","24.10000","20.20000","27.90000",""
"NUTSTUNTINGNUM","PUBLISHED","1990","","","","UNSDG_EASTERNAFR","19.0 [16.9-21.1]","19.00000","16.90000","21.10000",""
"NUTSTUNTINGNUM","PUBLISHED","1990","","","","UNSDG_LAC","12.8 [10.5-15.1]","12.80000","10.50000","15.10000",""
"NUTSTUNTINGNUM","PUBLISHED","1990","","","","UNSDG_WESTERNASIANORTHERNAFR","12.6 [10.6-14.6]","12.60000","10.60000","14.60000",""
"NUTSTUNTINGNUM","PUBLISHED","1990","","","","UNSDG_CENTRALASIASOUTHERNASIA","106.2 [98.2-114.2]","106.20000","98.20000","114.20000",""
"NUTSTUNTINGNUM","PUBLISHED","1990","","","","UNSDG_SOUTHAMR","6.8 [5.3-8.7]","6.80000","5.30000","8.70000",""
"NUTSTUNTINGNUM","PUBLISHED","1990","","","","UNSDG_WESTERNASIA","6.5 [5.2-8.0]","6.50000","5.20000","8.00000",""
"NUTSTUNTINGNUM","PUBLISHED","1990","","","","UNSDG_CARIBBEAN","0.8 [0.4-1.4]","0.80000","0.40000","1.40000",""
"NUTSTUNTINGNUM","PUBLISHED","1990","","","","UNSDG_EASTERNASIASOUTHEASTERNASIA","76.6 [70.9-82.3]","76.60000","70.90000","82.30000","excluding Japan"
"NUTSTUNTINGNUM","PUBLISHED","1990","","","","UNSDG_OCEANIAexAUSNZL","0.4 [0.2-0.6]","0.40000","0.20000","0.60000","Consecutive Low Population Coverage"
"NUTSTUNTINGNUM","PUBLISHED","1990","","","","UNSDG_EASTERNASIA","50.0 [47.2-52.9]","50.00000","47.20000","52.90000","excluding Japan"
"NUTSTUNTINGNUM","PUBLISHED","1990","","","","UNSDG_WESTERNAFR","13.2 [12.1-14.3]","13.20000","12.10000","14.30000",""
"NUTSTUNTINGNUM","PUBLISHED","1990","","","","UNSDG_SOUTHASIA","103.0 [94.9-110.9]","103.00000","94.90000","110.90000",""
"NUTSTUNTINGNUM","PUBLISHED","1990","","","","UNSDG_SUBSAHARANAFRICA","40.3 [37.7-42.9]","40.30000","37.70000","42.90000",""
"NUTSTUNTINGNUM","PUBLISHED","1990","","","","UNSDG_NORTHERNAMR","0.7","0.70000","","","regional average is based only on United States data, hence confidence intervals are not provided"
"NUTSTUNTINGNUM","PUBLISHED","1990","","","","UNSDG_NORTHAFR","6.0 [4.7-7.6]","6.00000","4.70000","7.60000",""
"NUTSTUNTINGNUM","PUBLISHED","1990","","","","UNSDG_LDC","51.3 [47.9-54.7]","51.30000","47.90000","54.70000",""
"NUTSTUNTINGNUM","PUBLISHED","1995","","","","UNSDG_SOUTHASIA","97.1 [89.3-104.7]","97.10000","89.30000","104.70000",""
"NUTSTUNTINGNUM","PUBLISHED","1995","","","","UNSDG_LAC","11.1 [9.1-13.2]","11.10000","9.10000","13.20000",""
"NUTSTUNTINGNUM","PUBLISHED","1995","","","","UNSDG_AUSTRALIANEWZEALAND","0.0","0.00000","","","insufficient data for estimating confidence intervals"
"NUTSTUNTINGNUM","PUBLISHED","1995","","","","UNSDG_WESTERNASIA","5.9 [4.4-7.7]","5.90000","4.40000","7.70000",""
"NUTSTUNTINGNUM","PUBLISHED","1995","","","","UNSDG_NORTHERNAMR","0.7","0.70000","","","regional average is based only on United States data, hence confidence intervals are not provided"
"NUTSTUNTINGNUM","PUBLISHED","1995","","","","UNSDG_SOUTHAMR","5.9 [4.6-7.5]","5.90000","4.60000","7.50000",""
"NUTSTUNTINGNUM","PUBLISHED","1995","","","","UNSDG_EASTERNASIA","28.8 [27.0-30.7]","28.80000","27.00000","30.70000","excluding Japan"
"NUTSTUNTINGNUM","PUBLISHED","1995","","","","UNSDG_CENTRALAMR","4.6 [3.3-6.1]","4.60000","3.30000","6.10000",""
"NUTSTUNTINGNUM","PUBLISHED","1995","","","","UNSDG_NORTHAFR","5.6 [4.2-7.1]","5.60000","4.20000","7.10000",""
"NUTSTUNTINGNUM","PUBLISHED","1995","","","","UNSDG_SOUTHEASTERNASIA","24.2 [20.3-28.4]","24.20000","20.30000","28.40000",""
"NUTSTUNTINGNUM","PUBLISHED","1995","","","","UNSDG_CENTRALASIASOUTHERNASIA","99.5 [91.8-107.2]","99.50000","91.80000","107.20000",""
"NUTSTUNTINGNUM","PUBLISHED","1995","","","","UNSDG_OCEANIAexAUSNZL","0.4 [0.2-0.6]","0.40000","0.20000","0.60000","Consecutive Low Population Coverage"
"NUTSTUNTINGNUM","PUBLISHED","1995","","","","UNSDG_EASTERNAFR","19.6 [17.5-21.6]","19.60000","17.50000","21.60000",""
"NUTSTUNTINGNUM","PUBLISHED","1995","","","","UNSDG_LLDC","24.0 [20.3-27.8]","24.00000","20.30000","27.80000",""
"NUTSTUNTINGNUM","PUBLISHED","1995","","","","UNSDG_MIDDLEAFR","6.5 [5.4-7.6]","6.50000","5.40000","7.60000",""
"NUTSTUNTINGNUM","PUBLISHED","1995","","","","UNSDG_LDC","52.0 [48.6-55.5]","52.00000","48.60000","55.50000",""
"NUTSTUNTINGNUM","PUBLISHED","1995","","","","UNSDG_SOUTHERNAFR","2.0 [1.8-2.3]","2.00000","1.80000","2.30000",""
"NUTSTUNTINGNUM","PUBLISHED","1995","","","","UNSDG_WESTERNASIANORTHERNAFR","11.5 [9.3-13.6]","11.50000","9.30000","13.60000",""
"NUTSTUNTINGNUM","PUBLISHED","1995","","","","UNSDG_WESTERNAFR","13.8 [12.7-15.0]","13.80000","12.70000","15.00000",""
"NUTSTUNTINGNUM","PUBLISHED","1995","","","","UNSDG_CARIBBEAN","0.7 [0.4-1.3]","0.70000","0.40000","1.30000",""
"NUTSTUNTINGNUM","PUBLISHED","1995","","","","UNSDG_EASTERNASIASOUTHEASTERNASIA","53.1 [48.6-57.5]","53.10000","48.60000","57.50000","excluding Japan"
"NUTSTUNTINGNUM","PUBLISHED","1995","","","","UNSDG_CENTRALASIA","2.4 [1.8-3.1]","2.40000","1.80000","3.10000",""
"NUTSTUNTINGNUM","PUBLISHED","1995","","","","UNSDG_SUBSAHARANAFRICA","41.9 [39.4-44.5]","41.90000","39.40000","44.50000",""
"NUTSTUNTINGNUM","PUBLISHED","2000","","","","UNSDG_NORTHAFR","5.0 [3.8-6.6]","5.00000","3.80000","6.60000",""
"NUTSTUNTINGNUM","PUBLISHED","2000","","","","UNSDG_EASTERNASIA","18.4 [17.1-19.7]","18.40000","17.10000","19.70000","excluding Japan"
"NUTSTUNTINGNUM","PUBLISHED","2000","","","","UNSDG_LLDC","24.0 [20.4-27.6]","24.00000","20.40000","27.60000",""
"NUTSTUNTINGNUM","PUBLISHED","2000","","","","UNSDG_OCEANIAexAUSNZL","0.5 [0.2-0.7]","0.50000","0.20000","0.70000",""
"NUTSTUNTINGNUM","PUBLISHED","2000","","","","UNSDG_SOUTHEASTERNASIA","21.0 [17.9-24.4]","21.00000","17.90000","24.40000",""
"NUTSTUNTINGNUM","PUBLISHED","2000","","","","UNSDG_SOUTHAMR","5.0 [3.8-6.5]","5.00000","3.80000","6.50000",""
"NUTSTUNTINGNUM","PUBLISHED","2000","","","","UNSDG_CENTRALAMR","3.9 [2.8-5.4]","3.90000","2.80000","5.40000",""
"NUTSTUNTINGNUM","PUBLISHED","2000","","","","UNSDG_SUBSAHARANAFRICA","44.7 [42.0-47.4]","44.70000","42.00000","47.40000",""
"NUTSTUNTINGNUM","PUBLISHED","2000","","","","UNSDG_EASTERNAFR","21.1 [19.0-23.3]","21.10000","19.00000","23.30000",""
"NUTSTUNTINGNUM","PUBLISHED","2000","","","","UNSDG_CARIBBEAN","0.6 [0.3-1.1]","0.60000","0.30000","1.10000",""
