"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","EDUCATIONLEVEL","SEX","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","WEALTHDECILE","Display Value","Numeric","Low","High","Comments"
"stunt5","EQ_MICS","PUBLISHED","2012","EUR","BLR","","","","","","BLRMICS201207","","No data","","","","Not available."
"stunt5","EQ_MICS","PUBLISHED","2015","AMR","BLZ","","","","","","BLZMICS201503","","12.8 [9.6-16.8]","13.00000","10.00000","17.00000",""
"stunt5","EQ_DHS","PUBLISHED","2001","AFR","BEN","","","","","","BENDHS200102","","32.3 [28.8-36.1]","32.00000","29.00000","36.00000",""
"stunt5","EQ_DHS","PUBLISHED","2001","AFR","BEN","","","","","","BENDHS200104","","39.9 [36.5-43.4]","40.00000","37.00000","43.00000",""
"stunt5","EQ_DHS","PUBLISHED","2006","AFR","BEN","","","","","","BENDHS200610","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","","","BENDHS201102","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","","","BENDHS201111","","No data","","","","Not available."
"stunt5","EQ_MICS","PUBLISHED","2014","AFR","BEN","","","","","","BENMICS201403","","31.8 [27.6-36.4]","32.00000","28.00000","36.00000",""
"stunt5","EQ_MICS","PUBLISHED","2014","AFR","BEN","","","","","","BENMICS201405","","28.5 [25.3-31.9]","28.00000","25.00000","32.00000",""
"stunt5","EQ_MICS","PUBLISHED","2014","AFR","BEN","","","","","","BENMICS201412","","37.9 [32.9-43.2]","38.00000","33.00000","43.00000",""
"stunt5","EQ_DHS","PUBLISHED","2017","AFR","BEN","","","","","","BENDHS201706","","38.0 [33.9-42.2]","38.00000","34.00000","42.00000",""
"stunt5","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","","","","BTNMICS201001","","21.5 [16.9-26.9]","21.00000","17.00000","27.00000",""
"stunt5","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","","","","BTNMICS201010","","20.7 [15.9-26.3]","21.00000","16.00000","26.00000",""
"stunt5","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","","","BOLDHS199801","","41.1 [37.3-45.1]","41.00000","37.00000","45.00000",""
"stunt5","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","","","BOLDHS199806","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","","","BOLDHS199807","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","","","BOLDHS200301","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","","","BOLDHS200305","","48.6 [44.2-53.1]","49.00000","44.00000","53.00000",""
"stunt5","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","","","BOLDHS200306","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","","","BOLDHS200804","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","","","BOLDHS200807","","No data","","","","Not available."
"stunt5","EQ_MICS","PUBLISHED","2006","EUR","BIH","","","","","","BIHMICS200602","","12.1 [9.2-15.6]","12.00000","9.00000","16.00000",""
"stunt5","EQ_MICS","PUBLISHED","2011","EUR","BIH","","","","","","BIHMICS201101","","No data","","","","Not available."
"stunt5","EQ_MICS","PUBLISHED","2000","AFR","BWA","","","","","","BWAMICS200003","","25.1 [20.5-30.3]","25.00000","20.00000","30.00000",""
"stunt5","EQ_MICS","PUBLISHED","2000","AFR","BWA","","","","","","BWAMICS200008","","28.2 [19.4-39.2]","28.00000","19.00000","39.00000",""
"stunt5","EQ_MICS","PUBLISHED","2000","AFR","BWA","","","","","","BWAMICS200010","","18.9 [14.8-23.9]","19.00000","15.00000","24.00000",""
"stunt5","EQ_DHS","PUBLISHED","1996","AMR","BRA","","","","","","BRADHS199605","","4.7 [2.2-10.0]","5.00000","2.00000","10.00000",""
"stunt5","EQ_DHS","PUBLISHED","1992","AFR","BFA","","","","","","BFADHS199203","","45.0 [41.5-48.5]","45.00000","41.00000","49.00000",""
"stunt5","EQ_DHS","PUBLISHED","1998","AFR","BFA","","","","","","BFADHS199804","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","1998","AFR","BFA","","","","","","BFADHS199805","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","","","BFADHS200301","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","","","BFADHS200302","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","","","BFADHS200305","","42.2 [37.5-47.2]","42.00000","37.00000","47.00000",""
"stunt5","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","","","BFADHS200309","","62.8 [54.3-70.7]","63.00000","54.00000","71.00000",""
"stunt5","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","","","BFADHS200314","","No data","","","","Not available."
"stunt5","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","","","BFAMICS200604","","43.3 [35.7-51.2]","43.00000","36.00000","51.00000",""
"stunt5","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","","","BFAMICS200605","","48.0 [42.4-53.6]","48.00000","42.00000","54.00000",""
"stunt5","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","","","BFAMICS200609","","46.3 [39.3-53.4]","46.00000","39.00000","53.00000",""
"stunt5","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","","","BFAMICS200610","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","","","BFADHS201002","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","","","BFADHS201006","","35.2 [30.3-40.4]","35.00000","30.00000","40.00000",""
"stunt5","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","","","BFADHS201011","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","","","BFADHS201012","","No data","","","","Not available."
"stunt5","EQ_MICS","PUBLISHED","2000","AFR","BDI","","","","","","BDIMICS200002","","50.2 [44.0-56.5]","50.00000","44.00000","57.00000",""
"stunt5","EQ_MICS","PUBLISHED","2000","AFR","BDI","","","","","","BDIMICS200004","","50.0 [42.5-57.5]","50.00000","43.00000","57.00000",""
"stunt5","EQ_DHS","PUBLISHED","2010","AFR","BDI","","","","","","BDIDHS201001","","28.1 [21.8-35.4]","28.00000","22.00000","35.00000",""
"stunt5","EQ_DHS","PUBLISHED","2010","AFR","BDI","","","","","","BDIDHS201003","","62.2 [57.8-66.4]","62.00000","58.00000","66.00000",""
"stunt5","EQ_DHS","PUBLISHED","2016","AFR","BDI","","","","","","BDIDHS201601","","55.8 [48.2-63.1]","56.00000","48.00000","63.00000",""
"stunt5","EQ_DHS","PUBLISHED","2016","AFR","BDI","","","","","","BDIDHS201610","","62.9 [56.3-69.1]","63.00000","56.00000","69.00000",""
"stunt5","EQ_DHS","PUBLISHED","2016","AFR","BDI","","","","","","BDIDHS201615","","61.3 [55.7-66.6]","61.00000","56.00000","67.00000",""
"stunt5","EQ_RHS","PUBLISHED","1998","AFR","CPV","","","","","","CPVRHS199804","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","","","KHMDHS200007","","47.1 [36.9-57.6]","47.00000","37.00000","58.00000",""
"stunt5","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","","","KHMDHS200009","","57.1 [49.9-64.0]","57.00000","50.00000","64.00000",""
"stunt5","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","","","KHMDHS200014","","30.2 [24.3-36.9]","30.00000","24.00000","37.00000",""
"stunt5","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","","","KHMDHS200023","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2005","WPR","KHM","","","","","","KHMDHS200502","","45.3 [35.2-55.8]","45.00000","35.00000","56.00000",""
"stunt5","EQ_DHS","PUBLISHED","2005","WPR","KHM","","","","","","KHMDHS200511","","59.7 [53.5-65.6]","60.00000","53.00000","66.00000",""
"stunt5","EQ_DHS","PUBLISHED","2005","WPR","KHM","","","","","","KHMDHS200516","","63.4 [51.8-73.7]","63.00000","52.00000","74.00000",""
"stunt5","EQ_DHS","PUBLISHED","2010","WPR","KHM","","","","","","KHMDHS201007","","43.4 [34.0-53.3]","43.00000","34.00000","53.00000",""
"stunt5","EQ_DHS","PUBLISHED","2010","WPR","KHM","","","","","","KHMDHS201014","","56.0 [48.8-63.0]","56.00000","49.00000","63.00000",""
"stunt5","EQ_DHS","PUBLISHED","2010","WPR","KHM","","","","","","KHMDHS201016","","44.6 [36.4-53.1]","45.00000","36.00000","53.00000",""
"stunt5","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","","","","KHMDHS201407","","25.1 [19.0-32.5]","25.00000","19.00000","32.00000",""
"stunt5","EQ_DHS","PUBLISHED","2004","AFR","CMR","","","","","","CMRDHS200403","","26.3 [18.6-35.8]","26.00000","19.00000","36.00000",""
"stunt5","EQ_DHS","PUBLISHED","2004","AFR","CMR","","","","","","CMRDHS200405","","39.0 [33.6-44.6]","39.00000","34.00000","45.00000",""
"stunt5","EQ_MICS","PUBLISHED","2006","AFR","CMR","","","","","","CMRMICS200606","","29.7 [23.7-36.5]","30.00000","24.00000","37.00000",""
"stunt5","EQ_MICS","PUBLISHED","2006","AFR","CMR","","","","","","CMRMICS200611","","40.4 [33.5-47.7]","40.00000","34.00000","48.00000",""
"stunt5","EQ_DHS","PUBLISHED","2011","AFR","CMR","","","","","","CMRDHS201112","","13.2 [9.8-17.6]","13.00000","10.00000","18.00000",""
"stunt5","EQ_MICS","PUBLISHED","2014","AFR","CMR","","","","","","CMRMICS201406","","22.9 [18.6-28.0]","23.00000","19.00000","28.00000",""
"stunt5","EQ_DHS","PUBLISHED","2018","AFR","CMR","","","","","","CMRDHS201807","","41.3 [36.2-46.6]","41.00000","36.00000","47.00000",""
"stunt5","EQ_DHS","PUBLISHED","2018","AFR","CMR","","","","","","CMRDHS201809","","25.0 [20.9-29.5]","25.00000","21.00000","29.00000",""
"stunt5","EQ_DHS","PUBLISHED","1994","AFR","CAF","","","","","","CAFDHS199404","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","1994","AFR","CAF","","","","","","CAFDHS199406","","No data","","","","Not available."
"stunt5","EQ_MICS","PUBLISHED","2000","AFR","CAF","","","","","","CAFMICS200012","","36.1 [32.9-39.5]","36.00000","33.00000","40.00000",""
"stunt5","EQ_MICS","PUBLISHED","2000","AFR","CAF","","","","","","CAFMICS200014","","34.1 [31.5-36.8]","34.00000","32.00000","37.00000",""
"stunt5","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","","CAFMICS200602","","No data","","","","Not available."
"stunt5","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","","CAFMICS200603","","No data","","","","Not available."
"stunt5","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","","CAFMICS200607","","49.2 [44.5-54.0]","49.00000","44.00000","54.00000",""
"stunt5","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","","CAFMICS200615","","No data","","","","Not available."
"stunt5","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","","CAFMICS201004","","No data","","","","Not available."
"stunt5","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","","CAFMICS201005","","No data","","","","Not available."
"stunt5","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","","CAFMICS201017","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","1996","AFR","TCD","","","","","","TCDDHS199602","","40.5 [35.7-45.4]","40.00000","36.00000","45.00000",""
"stunt5","EQ_DHS","PUBLISHED","1996","AFR","TCD","","","","","","TCDDHS199611","","39.2 [34.4-44.2]","39.00000","34.00000","44.00000",""
"stunt5","EQ_DHS","PUBLISHED","2004","AFR","TCD","","","","","","TCDDHS200403","","46.4 [38.4-54.5]","46.00000","38.00000","55.00000",""
"stunt5","EQ_DHS","PUBLISHED","2004","AFR","TCD","","","","","","TCDDHS200405","","42.0 [37.0-47.2]","42.00000","37.00000","47.00000",""
"stunt5","EQ_MICS","PUBLISHED","2010","AFR","TCD","","","","","","TCDMICS201008","","59.5 [53.5-65.2]","59.00000","53.00000","65.00000",""
"stunt5","EQ_MICS","PUBLISHED","2010","AFR","TCD","","","","","","TCDMICS201017","","38.4 [32.1-45.2]","38.00000","32.00000","45.00000",""
"stunt5","EQ_DHS","PUBLISHED","2014","AFR","TCD","","","","","","TCDDHS201410","","30.4 [25.9-35.3]","30.00000","26.00000","35.00000",""
"stunt5","EQ_DHS","PUBLISHED","2014","AFR","TCD","","","","","","TCDDHS201417","","42.3 [36.3-48.5]","42.00000","36.00000","48.00000",""
"stunt5","EQ_DHS","PUBLISHED","2014","AFR","TCD","","","","","","TCDDHS201419","","43.6 [38.5-48.9]","44.00000","38.00000","49.00000",""
"stunt5","EQ_DHS","PUBLISHED","1995","AMR","COL","","","","","","COLDHS199504","","17.6 [14.5-21.2]","18.00000","14.00000","21.00000",""
"stunt5","EQ_DHS","PUBLISHED","2010","AMR","COL","","","","","","COLDHS201006","","13.1 [11.5-14.8]","13.00000","12.00000","15.00000",""
"stunt5","EQ_DHS","PUBLISHED","1996","AFR","COM","","","","","","COMDHS199602","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2012","AFR","COM","","","","","","COMDHS201201","","24.5 [21.5-27.8]","24.00000","21.00000","28.00000",""
"stunt5","EQ_DHS","PUBLISHED","2005","AFR","COG","","","","","","COGDHS200501","","28.2 [24.0-32.8]","28.00000","24.00000","33.00000",""
"stunt5","EQ_DHS","PUBLISHED","2005","AFR","COG","","","","","","COGDHS200502","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2011","AFR","COG","","","","","","COGDHS201103","","38.5 [33.1-44.2]","38.00000","33.00000","44.00000",""
"stunt5","EQ_DHS","PUBLISHED","2011","AFR","COG","","","","","","COGDHS201110","","No data","","","","Not available."
"stunt5","EQ_MICS","PUBLISHED","2014","AFR","COG","","","","","","COGMICS201403","","No data","","","","Not available."
"stunt5","EQ_MICS","PUBLISHED","2014","AFR","COG","","","","","","COGMICS201408","","No data","","","","Not available."
"stunt5","EQ_MICS","PUBLISHED","2014","AFR","COG","","","","","","COGMICS201409","","No data","","","","Not available."
"stunt5","EQ_MICS","PUBLISHED","2014","AFR","COG","","","","","","COGMICS201412","","18.6 [15.1-22.7]","19.00000","15.00000","23.00000",""
"stunt5","EQ_MICS","PUBLISHED","2011","AMR","CRI","","","","","","CRIMICS201102","","No data","","","","Not available."
"stunt5","EQ_MICS","PUBLISHED","2014","AMR","CUB","","","","","","CUBMICS201404","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","1994","AFR","CIV","","","","","","CIVDHS199401","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","1994","AFR","CIV","","","","","","CIVDHS199403","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","1994","AFR","CIV","","","","","","CIVDHS199408","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","1998","AFR","CIV","","","","","","CIVDHS199801","","35.1 [30.8-39.7]","35.00000","31.00000","40.00000",""
"stunt5","EQ_MICS","PUBLISHED","2006","AFR","CIV","","","","","","CIVMICS200602","","No data","","","","Not available."
"stunt5","EQ_MICS","PUBLISHED","2006","AFR","CIV","","","","","","CIVMICS200606","","49.9 [45.6-54.2]","50.00000","46.00000","54.00000",""
"stunt5","EQ_MICS","PUBLISHED","2006","AFR","CIV","","","","","","CIVMICS200607","","38.9 [34.6-43.3]","39.00000","35.00000","43.00000",""
"stunt5","EQ_DHS","PUBLISHED","2011","AFR","CIV","","","","","","CIVDHS201103","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2011","AFR","CIV","","","","","","CIVDHS201106","","29.1 [22.7-36.4]","29.00000","23.00000","36.00000",""
"stunt5","EQ_DHS","PUBLISHED","2011","AFR","CIV","","","","","","CIVDHS201107","","29.7 [24.6-35.4]","30.00000","25.00000","35.00000",""
"stunt5","EQ_MICS","PUBLISHED","2016","AFR","CIV","","","","","","CIVMICS201603","","No data","","","","Not available."
"stunt5","EQ_MICS","PUBLISHED","2016","AFR","CIV","","","","","","CIVMICS201607","","28.9 [24.9-33.3]","29.00000","25.00000","33.00000",""
"stunt5","EQ_MICS","PUBLISHED","2016","AFR","CIV","","","","","","CIVMICS201608","","25.8 [22.5-29.4]","26.00000","22.00000","29.00000",""
"stunt5","EQ_MICS","PUBLISHED","2001","AFR","COD","","","","","","CODMICS200103","","43.6 [40.7-46.6]","44.00000","41.00000","47.00000",""
"stunt5","EQ_DHS","PUBLISHED","2007","AFR","COD","","","","","","CODDHS200703","","48.6 [42.2-55.0]","49.00000","42.00000","55.00000",""
"stunt5","EQ_DHS","PUBLISHED","2007","AFR","COD","","","","","","CODDHS200708","","55.2 [42.9-66.9]","55.00000","43.00000","67.00000",""
"stunt5","EQ_MICS","PUBLISHED","2010","AFR","COD","","","","","","CODMICS201003","","36.7 [30.7-43.1]","37.00000","31.00000","43.00000",""
"stunt5","EQ_MICS","PUBLISHED","2010","AFR","COD","","","","","","CODMICS201008","","No data","","","","Not available."
"stunt5","EQ_MICS","PUBLISHED","2010","AFR","COD","","","","","","CODMICS201009","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2013","AFR","COD","","","","","","CODDHS201303","","39.4 [35.8-43.0]","39.00000","36.00000","43.00000",""
"stunt5","EQ_DHS","PUBLISHED","2013","AFR","COD","","","","","","CODDHS201304","","38.1 [33.3-43.1]","38.00000","33.00000","43.00000",""
"stunt5","EQ_DHS","PUBLISHED","2013","AFR","COD","","","","","","CODDHS201309","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2013","AFR","COD","","","","","","CODDHS201311","","51.8 [45.5-58.1]","52.00000","45.00000","58.00000",""
"stunt5","EQ_DHS","PUBLISHED","1991","AMR","DOM","","","","","","DOMDHS199103","","18.9 [15.0-23.5]","19.00000","15.00000","23.00000",""
"stunt5","EQ_DHS","PUBLISHED","1991","AMR","DOM","","","","","","DOMDHS199105","","36.7 [31.9-41.8]","37.00000","32.00000","42.00000",""
"stunt5","EQ_DHS","PUBLISHED","1996","AMR","DOM","","","","","","DOMDHS199605","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","1999","AMR","DOM","","","","","","DOMDHS199907","","No data","","","","Not available."
"stunt5","EQ_MICS","PUBLISHED","2000","AMR","DOM","","","","","","DOMMICS200002","","10.2 [6.3-16.0]","10.00000","6.00000","16.00000",""
"stunt5","EQ_MICS","PUBLISHED","2000","AMR","DOM","","","","","","DOMMICS200004","","8.4 [5.7-12.3]","8.00000","6.00000","12.00000",""
"stunt5","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","","","DOMDHS200205","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","","","DOMDHS200206","","13.7 [10.2-18.2]","14.00000","10.00000","18.00000",""
"stunt5","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","","","DOMDHS200209","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","","","DOMDHS200216","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","","","DOMDHS200217","","17.0 [12.0-23.6]","17.00000","12.00000","24.00000",""
"stunt5","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","","","DOMDHS200221","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","","","DOMDHS200222","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","","","DOMDHS200226","","10.3 [7.4-14.1]","10.00000","7.00000","14.00000",""
"stunt5","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","","","DOMDHS200229","","10.5 [6.9-15.5]","10.00000","7.00000","15.00000",""
"stunt5","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","","DOMDHS200701","","7.5 [5.5-10.1]","7.00000","5.00000","10.00000",""
"stunt5","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","","DOMDHS200704","","13.9 [9.3-20.3]","14.00000","9.00000","20.00000",""
"stunt5","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","","DOMDHS200705","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","","DOMDHS200708","","11.1 [7.5-16.1]","11.00000","7.00000","16.00000",""
"stunt5","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","","DOMDHS200709","","8.5 [4.9-14.3]","8.00000","5.00000","14.00000",""
"stunt5","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","","DOMDHS200714","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","","DOMDHS200716","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","","DOMDHS200721","","8.1 [5.3-12.3]","8.00000","5.00000","12.00000",""
"stunt5","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","","DOMDHS200725","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","","DOMDHS200726","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","","DOMDHS200730","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","","DOMDHS200731","","12.7 [10.0-15.9]","13.00000","10.00000","16.00000",""
"stunt5","EQ_DHS","PUBLISHED","2013","AMR","DOM","","","","","","DOMDHS201302","","7.9 [5.0-12.2]","8.00000","5.00000","12.00000",""
"stunt5","EQ_DHS","PUBLISHED","2013","AMR","DOM","","","","","","DOMDHS201304","","No data","","","","Not available."
"stunt5","EQ_DHS","PUBLISHED","2013","AMR","DOM","","","","","","DOMDHS201309","","3.8 [2.2-6.3]","4.00000","2.00000","6.00000",""
"stunt5","EQ_MICS","PUBLISHED","2014","AMR","DOM","","","","","","DOMMICS201405","","No data","","","","Not available."
"stunt5","EQ_RHS","PUBLISHED","1994","AMR","ECU","","","","","","ECURHS199404","","No data","","","","Not available."
"stunt5","EQ_RHS","PUBLISHED","1994","AMR","ECU","","","","","","ECURHS199406","","No data","","","","Not available."
"stunt5","EQ_RHS","PUBLISHED","1994","AMR","ECU","","","","","","ECURHS199415","","No data","","","","Not available."
"stunt5","EQ_RHS","PUBLISHED","2004","AMR","ECU","","","","","","ECURHS200406","","47.8 [36.8-59.1]","48.00000","37.00000","59.00000",""
