"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"BP_03","PUBLISHED","2000","EMR","","AFG","YEARS18-PLUS","MLE","22.5 [16.2-30.0]","22.50000","16.20000","30.00000",""
"BP_03","PUBLISHED","2002","EMR","","AFG","YEARS18-PLUS","MLE","22.8 [16.5-30.1]","22.80000","16.50000","30.10000",""
"BP_03","PUBLISHED","1986","EUR","","ALB","YEARS18-PLUS","MLE","29.0 [21.3-37.3]","29.00000","21.30000","37.30000",""
"BP_03","PUBLISHED","2011","EUR","","ALB","YEARS18-PLUS","MLE","35.2 [27.3-43.8]","35.20000","27.30000","43.80000",""
"BP_03","PUBLISHED","1993","AFR","","DZA","YEARS18-PLUS","MLE","23.8 [17.2-30.9]","23.80000","17.20000","30.90000",""
"BP_03","PUBLISHED","2003","AFR","","DZA","YEARS18-PLUS","MLE","22.9 [17.5-29.1]","22.90000","17.50000","29.10000",""
"BP_03","PUBLISHED","1994","EUR","","AND","YEARS18-PLUS","MLE","36.9 [28.2-45.3]","36.90000","28.20000","45.30000",""
"BP_03","PUBLISHED","1994","AFR","","AGO","YEARS18-PLUS","MLE","24.3 [16.2-34.0]","24.30000","16.20000","34.00000",""
"BP_03","PUBLISHED","1996","AMR","","ATG","YEARS18-PLUS","MLE","24.4 [16.6-33.2]","24.40000","16.60000","33.20000",""
"BP_03","PUBLISHED","2003","AMR","","ATG","YEARS18-PLUS","MLE","24.5 [17.1-32.9]","24.50000","17.10000","32.90000",""
"BP_03","PUBLISHED","1988","AMR","","ARG","YEARS18-PLUS","MLE","39.2 [30.2-48.7]","39.20000","30.20000","48.70000",""
"BP_03","PUBLISHED","1995","AMR","","ARG","YEARS18-PLUS","MLE","35.2 [26.9-43.8]","35.20000","26.90000","43.80000",""
"BP_03","PUBLISHED","2013","AMR","","ARG","YEARS18-PLUS","MLE","28.4 [20.3-37.5]","28.40000","20.30000","37.50000",""
"BP_03","PUBLISHED","1990","EUR","","AUT","YEARS18-PLUS","MLE","38.9 [31.8-46.1]","38.90000","31.80000","46.10000",""
"BP_03","PUBLISHED","2001","EUR","","AUT","YEARS18-PLUS","MLE","36.1 [29.3-43.1]","36.10000","29.30000","43.10000",""
"BP_03","PUBLISHED","1976","EUR","","AZE","YEARS18-PLUS","MLE","27.2 [15.3-40.9]","27.20000","15.30000","40.90000",""
"BP_03","PUBLISHED","2015","EUR","","AZE","YEARS18-PLUS","MLE","23.9 [14.7-34.6]","23.90000","14.70000","34.60000",""
"BP_03","PUBLISHED","1992","AMR","","BHS","YEARS18-PLUS","MLE","28.3 [20.3-37.2]","28.30000","20.30000","37.20000",""
"BP_03","PUBLISHED","1992","EMR","","BHR","YEARS18-PLUS","MLE","25.0 [17.8-32.7]","25.00000","17.80000","32.70000",""
"BP_03","PUBLISHED","1987","EUR","","ARM","YEARS18-PLUS","MLE","29.4 [20.2-39.2]","29.40000","20.20000","39.20000",""
"BP_03","PUBLISHED","1997","EUR","","ARM","YEARS18-PLUS","MLE","29.7 [20.8-39.5]","29.70000","20.80000","39.50000",""
"BP_03","PUBLISHED","1981","WPR","","AUS","YEARS18-PLUS","MLE","37.8 [31.2-44.6]","37.80000","31.20000","44.60000",""
"BP_03","PUBLISHED","2008","WPR","","AUS","YEARS18-PLUS","MLE","24.5 [19.9-29.4]","24.50000","19.90000","29.40000",""
"BP_03","PUBLISHED","2012","EUR","","BLR","YEARS18-PLUS","MLE","35.9 [26.4-45.8]","35.90000","26.40000","45.80000",""
"BP_03","PUBLISHED","1979","AMR","","BLZ","YEARS18-PLUS","MLE","29.0 [19.8-39.4]","29.00000","19.80000","39.40000",""
"BP_03","PUBLISHED","1989","AMR","","BLZ","YEARS18-PLUS","MLE","25.1 [18.0-32.8]","25.10000","18.00000","32.80000",""
"BP_03","PUBLISHED","1995","EMR","","BHR","YEARS18-PLUS","MLE","24.0 [17.4-31.5]","24.00000","17.40000","31.50000",""
"BP_03","PUBLISHED","1977","SEAR","","BGD","YEARS18-PLUS","MLE","18.7 [10.1-29.5]","18.70000","10.10000","29.50000",""
"BP_03","PUBLISHED","1979","SEAR","","BGD","YEARS18-PLUS","MLE","19.1 [11.0-28.9]","19.10000","11.00000","28.90000",""
"BP_03","PUBLISHED","1987","SEAR","","BGD","YEARS18-PLUS","MLE","19.9 [13.2-27.5]","19.90000","13.20000","27.50000",""
"BP_03","PUBLISHED","1988","AMR","","BRB","YEARS18-PLUS","MLE","28.3 [20.3-37.1]","28.30000","20.30000","37.10000",""
"BP_03","PUBLISHED","1977","EUR","","BLR","YEARS18-PLUS","MLE","42.3 [30.2-54.5]","42.30000","30.20000","54.50000",""
"BP_03","PUBLISHED","1989","EUR","","BLR","YEARS18-PLUS","MLE","43.3 [34.6-51.9]","43.30000","34.60000","51.90000",""
"BP_03","PUBLISHED","2008","EUR","","BIH","YEARS18-PLUS","MLE","36.5 [29.0-44.3]","36.50000","29.00000","44.30000",""
"BP_03","PUBLISHED","1984","AMR","","BRA","YEARS18-PLUS","MLE","30.1 [22.8-37.9]","30.10000","22.80000","37.90000",""
"BP_03","PUBLISHED","1978","WPR","","BRN","YEARS18-PLUS","MLE","23.5 [14.1-34.1]","23.50000","14.10000","34.10000",""
"BP_03","PUBLISHED","2014","AMR","","BLZ","YEARS18-PLUS","MLE","20.2 [12.8-29.3]","20.20000","12.80000","29.30000",""
"BP_03","PUBLISHED","1996","AFR","","BEN","YEARS18-PLUS","MLE","24.7 [18.1-32.0]","24.70000","18.10000","32.00000",""
"BP_03","PUBLISHED","1991","SEAR","","BTN","YEARS18-PLUS","MLE","22.2 [15.4-29.7]","22.20000","15.40000","29.70000",""
"BP_03","PUBLISHED","1997","SEAR","","BTN","YEARS18-PLUS","MLE","23.1 [16.7-30.3]","23.10000","16.70000","30.30000",""
"BP_03","PUBLISHED","2007","AMR","","BOL","YEARS18-PLUS","MLE","17.4 [11.4-24.3]","17.40000","11.40000","24.30000",""
"BP_03","PUBLISHED","1975","EUR","","BIH","YEARS18-PLUS","MLE","27.2 [15.6-40.6]","27.20000","15.60000","40.60000",""
"BP_03","PUBLISHED","2000","EUR","","BIH","YEARS18-PLUS","MLE","34.1 [26.1-42.7]","34.10000","26.10000","42.70000",""
"BP_03","PUBLISHED","2006","AFR","","CPV","YEARS18-PLUS","MLE","26.9 [20.4-33.8]","26.90000","20.40000","33.80000",""
"BP_03","PUBLISHED","1997","WPR","","KHM","YEARS18-PLUS","MLE","19.6 [13.6-26.6]","19.60000","13.60000","26.60000",""
"BP_03","PUBLISHED","1979","EUR","","BGR","YEARS18-PLUS","MLE","43.4 [32.5-54.4]","43.40000","32.50000","54.40000",""
"BP_03","PUBLISHED","1993","EUR","","BGR","YEARS18-PLUS","MLE","45.3 [36.6-54.1]","45.30000","36.60000","54.10000",""
"BP_03","PUBLISHED","1980","AFR","","BFA","YEARS18-PLUS","MLE","22.8 [13.9-33.6]","22.80000","13.90000","33.60000",""
"BP_03","PUBLISHED","1996","AFR","","BFA","YEARS18-PLUS","MLE","24.1 [17.2-32.1]","24.10000","17.20000","32.10000",""
"BP_03","PUBLISHED","1986","AFR","","BDI","YEARS18-PLUS","MLE","16.0 [9.0-24.9]","16.00000","9.00000","24.90000",""
"BP_03","PUBLISHED","1988","AFR","","BDI","YEARS18-PLUS","MLE","16.5 [9.5-25.2]","16.50000","9.50000","25.20000",""
"BP_03","PUBLISHED","1996","AFR","","CPV","YEARS18-PLUS","MLE","27.8 [20.8-35.5]","27.80000","20.80000","35.50000",""
"BP_03","PUBLISHED","1978","AMR","","COL","YEARS18-PLUS","MLE","23.8 [15.0-33.6]","23.80000","15.00000","33.60000",""
"BP_03","PUBLISHED","1981","AFR","","COM","YEARS18-PLUS","MLE","21.3 [13.6-30.3]","21.30000","13.60000","30.30000",""
"BP_03","PUBLISHED","1994","AFR","","COM","YEARS18-PLUS","MLE","20.9 [14.2-28.6]","20.90000","14.20000","28.60000",""
"BP_03","PUBLISHED","1998","AFR","","COG","YEARS18-PLUS","MLE","25.3 [17.2-34.7]","25.30000","17.20000","34.70000",""
"BP_03","PUBLISHED","1975","AFR","","CMR","YEARS18-PLUS","MLE","24.2 [13.3-37.7]","24.20000","13.30000","37.70000",""
"BP_03","PUBLISHED","2014","AFR","","CMR","YEARS18-PLUS","MLE","19.6 [12.9-27.6]","19.60000","12.90000","27.60000",""
"BP_03","PUBLISHED","1981","AMR","","CAN","YEARS18-PLUS","MLE","31.6 [24.7-39.1]","31.60000","24.70000","39.10000",""
"BP_03","PUBLISHED","1984","AFR","","CAF","YEARS18-PLUS","MLE","27.7 [18.0-39.0]","27.70000","18.00000","39.00000",""
"BP_03","PUBLISHED","2001","AFR","","CAF","YEARS18-PLUS","MLE","26.4 [18.1-35.5]","26.40000","18.10000","35.50000",""
"BP_03","PUBLISHED","2013","AFR","","COG","YEARS18-PLUS","MLE","22.7 [14.1-32.9]","22.70000","14.10000","32.90000",""
"BP_03","PUBLISHED","1999","AFR","","TCD","YEARS18-PLUS","MLE","25.9 [19.1-33.7]","25.90000","19.10000","33.70000",""
"BP_03","PUBLISHED","2007","WPR","","COK","YEARS18-PLUS","MLE","24.1 [17.6-31.4]","24.10000","17.60000","31.40000",""
"BP_03","PUBLISHED","2015","WPR","","COK","YEARS18-PLUS","MLE","23.7 [14.7-34.7]","23.70000","14.70000","34.70000",""
"BP_03","PUBLISHED","2006","AMR","","CRI","YEARS18-PLUS","MLE","20.6 [15.6-25.9]","20.60000","15.60000","25.90000",""
"BP_03","PUBLISHED","2008","AFR","","TCD","YEARS18-PLUS","MLE","24.8 [18.3-31.7]","24.80000","18.30000","31.70000",""
"BP_03","PUBLISHED","1987","AMR","","CHL","YEARS18-PLUS","MLE","30.4 [22.7-38.9]","30.40000","22.70000","38.90000",""
"BP_03","PUBLISHED","2001","AMR","","CHL","YEARS18-PLUS","MLE","28.4 [22.2-35.3]","28.40000","22.20000","35.30000",""
"BP_03","PUBLISHED","1986","WPR","","CHN","YEARS18-PLUS","MLE","17.5 [14.0-21.3]","17.50000","14.00000","21.30000",""
"BP_03","PUBLISHED","1995","WPR","","CHN","YEARS18-PLUS","MLE","19.5 [16.3-22.8]","19.50000","16.30000","22.80000",""
"BP_03","PUBLISHED","2010","WPR","","CHN","YEARS18-PLUS","MLE","22.1 [17.6-27.0]","22.10000","17.60000","27.00000",""
"BP_03","PUBLISHED","2002","EUR","","CYP","YEARS18-PLUS","MLE","29.0 [21.8-36.5]","29.00000","21.80000","36.50000",""
"BP_03","PUBLISHED","2008","EUR","","CYP","YEARS18-PLUS","MLE","27.2 [20.2-34.7]","27.20000","20.20000","34.70000",""
"BP_03","PUBLISHED","1995","EUR","","CZE","YEARS18-PLUS","MLE","42.5 [34.8-49.8]","42.50000","34.80000","49.80000",""
"BP_03","PUBLISHED","2003","EUR","","CZE","YEARS18-PLUS","MLE","40.3 [33.1-47.1]","40.30000","33.10000","47.10000",""
"BP_03","PUBLISHED","1993","EUR","","DNK","YEARS18-PLUS","MLE","40.4 [34.0-47.0]","40.40000","34.00000","47.00000",""
"BP_03","PUBLISHED","1990","AFR","","CIV","YEARS18-PLUS","MLE","27.1 [19.4-35.9]","27.10000","19.40000","35.90000",""
"BP_03","PUBLISHED","2015","AFR","","CIV","YEARS18-PLUS","MLE","23.3 [14.7-32.8]","23.30000","14.70000","32.80000",""
"BP_03","PUBLISHED","2000","EUR","","HRV","YEARS18-PLUS","MLE","41.7 [34.3-49.5]","41.70000","34.30000","49.50000",""
"BP_03","PUBLISHED","2008","EUR","","HRV","YEARS18-PLUS","MLE","42.5 [35.7-49.8]","42.50000","35.70000","49.80000",""
"BP_03","PUBLISHED","1993","EUR","","CYP","YEARS18-PLUS","MLE","30.2 [22.5-38.4]","30.20000","22.50000","38.40000",""
"BP_03","PUBLISHED","1976","EUR","","EST","YEARS18-PLUS","MLE","47.0 [35.2-59.6]","47.00000","35.20000","59.60000",""
"BP_03","PUBLISHED","1998","AFR","","DZA","YEARS18-PLUS","MLE","23.4 [17.3-30.1]","23.40000","17.30000","30.10000",""
"BP_03","PUBLISHED","2015","EUR","","AND","YEARS18-PLUS","MLE","27.8 [17.5-39.3]","27.80000","17.50000","39.30000",""
"BP_03","PUBLISHED","1991","AFR","","AGO","YEARS18-PLUS","MLE","24.3 [16.1-34.0]","24.30000","16.10000","34.00000",""
"BP_03","PUBLISHED","1991","AMR","","ATG","YEARS18-PLUS","MLE","24.3 [16.4-33.2]","24.30000","16.40000","33.20000",""
"BP_03","PUBLISHED","2012","EUR","","EST","YEARS18-PLUS","MLE","38.6 [31.5-45.8]","38.60000","31.50000","45.80000",""
"BP_03","PUBLISHED","1985","AFR","","ETH","YEARS18-PLUS","MLE","20.4 [14.0-27.9]","20.40000","14.00000","27.90000",""
"BP_03","PUBLISHED","1980","EMR","","DJI","YEARS18-PLUS","MLE","32.0 [22.0-43.2]","32.00000","22.00000","43.20000",""
"BP_03","PUBLISHED","2005","EMR","","DJI","YEARS18-PLUS","MLE","25.3 [18.0-33.8]","25.30000","18.00000","33.80000",""
"BP_03","PUBLISHED","1979","AMR","","DMA","YEARS18-PLUS","MLE","27.8 [18.4-38.5]","27.80000","18.40000","38.50000",""
"BP_03","PUBLISHED","2005","AMR","","DMA","YEARS18-PLUS","MLE","27.3 [20.3-35.1]","27.30000","20.30000","35.10000",""
"BP_03","PUBLISHED","2013","AMR","","DOM","YEARS18-PLUS","MLE","22.7 [14.9-31.9]","22.70000","14.90000","31.90000",""
"BP_03","PUBLISHED","1981","AFR","","COD","YEARS18-PLUS","MLE","24.1 [14.9-34.9]","24.10000","14.90000","34.90000",""
"BP_03","PUBLISHED","1975","AMR","","ECU","YEARS18-PLUS","MLE","19.4 [9.7-32.2]","19.40000","9.70000","32.20000",""
"BP_03","PUBLISHED","1983","AMR","","ECU","YEARS18-PLUS","MLE","19.4 [11.7-28.7]","19.40000","11.70000","28.70000",""
"BP_03","PUBLISHED","1998","EMR","","EGY","YEARS18-PLUS","MLE","23.4 [17.9-29.4]","23.40000","17.90000","29.40000",""
"BP_03","PUBLISHED","1981","EMR","","AFG","YEARS18-PLUS","MLE","19.9 [12.4-29.2]","19.90000","12.40000","29.20000",""
"BP_03","PUBLISHED","1988","EMR","","AFG","YEARS18-PLUS","MLE","19.8 [13.3-27.6]","19.80000","13.30000","27.60000",""
"BP_03","PUBLISHED","1981","EUR","","ALB","YEARS18-PLUS","MLE","29.4 [20.7-39.1]","29.40000","20.70000","39.10000",""
"BP_03","PUBLISHED","2006","EMR","","EGY","YEARS18-PLUS","MLE","22.5 [17.9-27.6]","22.50000","17.90000","27.60000",""
"BP_03","PUBLISHED","1993","AMR","","SLV","YEARS18-PLUS","MLE","20.1 [13.9-26.9]","20.10000","13.90000","26.90000",""
"BP_03","PUBLISHED","2007","AMR","","SLV","YEARS18-PLUS","MLE","19.2 [13.9-24.9]","19.20000","13.90000","24.90000",""
"BP_03","PUBLISHED","2001","AFR","","GNQ","YEARS18-PLUS","MLE","25.8 [17.5-35.5]","25.80000","17.50000","35.50000",""
"BP_03","PUBLISHED","1987","EUR","","ALB","YEARS18-PLUS","MLE","29.0 [21.4-37.3]","29.00000","21.40000","37.30000",""
"BP_03","PUBLISHED","2007","AFR","","GNQ","YEARS18-PLUS","MLE","25.5 [17.3-34.9]","25.50000","17.30000","34.90000",""
"BP_03","PUBLISHED","1981","AFR","","DZA","YEARS18-PLUS","MLE","24.3 [16.1-33.7]","24.30000","16.10000","33.70000",""
"BP_03","PUBLISHED","2010","AFR","","ERI","YEARS18-PLUS","MLE","20.2 [14.1-27.0]","20.20000","14.10000","27.00000",""
"BP_03","PUBLISHED","2008","AMR","","ATG","YEARS18-PLUS","MLE","25.0 [17.4-33.8]","25.00000","17.40000","33.80000",""
"BP_03","PUBLISHED","2001","AMR","","ARG","YEARS18-PLUS","MLE","32.4 [25.1-40.2]","32.40000","25.10000","40.20000",""
"BP_03","PUBLISHED","1976","EUR","","ARM","YEARS18-PLUS","MLE","31.1 [18.1-45.4]","31.10000","18.10000","45.40000",""
"BP_03","PUBLISHED","2011","EUR","","ARM","YEARS18-PLUS","MLE","27.6 [19.3-36.6]","27.60000","19.30000","36.60000",""
"BP_03","PUBLISHED","1992","WPR","","AUS","YEARS18-PLUS","MLE","32.1 [27.0-37.7]","32.10000","27.00000","37.70000",""
"BP_03","PUBLISHED","2003","WPR","","AUS","YEARS18-PLUS","MLE","27.5 [22.9-32.3]","27.50000","22.90000","32.30000",""
"BP_03","PUBLISHED","1994","EUR","","AUT","YEARS18-PLUS","MLE","37.6 [30.4-44.7]","37.60000","30.40000","44.70000",""
"BP_03","PUBLISHED","1995","EUR","","AZE","YEARS18-PLUS","MLE","23.6 [16.0-32.5]","23.60000","16.00000","32.50000",""
"BP_03","PUBLISHED","2005","EUR","","AZE","YEARS18-PLUS","MLE","23.2 [16.4-31.3]","23.20000","16.40000","31.30000",""
"BP_03","PUBLISHED","2000","AFR","","BEN","YEARS18-PLUS","MLE","24.2 [18.1-31.0]","24.20000","18.10000","31.00000",""
"BP_03","PUBLISHED","1976","SEAR","","BTN","YEARS18-PLUS","MLE","18.7 [9.8-30.3]","18.70000","9.80000","30.30000",""
"BP_03","PUBLISHED","1987","SEAR","","BTN","YEARS18-PLUS","MLE","21.3 [14.4-29.5]","21.30000","14.40000","29.50000",""
"BP_03","PUBLISHED","1978","AMR","","BOL","YEARS18-PLUS","MLE","21.2 [11.6-32.9]","21.20000","11.60000","32.90000",""
"BP_03","PUBLISHED","2003","AMR","","BHS","YEARS18-PLUS","MLE","26.8 [19.5-34.8]","26.80000","19.50000","34.80000",""
"BP_03","PUBLISHED","2005","AMR","","BHS","YEARS18-PLUS","MLE","26.5 [19.2-34.3]","26.50000","19.20000","34.30000",""
"BP_03","PUBLISHED","1979","EMR","","BHR","YEARS18-PLUS","MLE","29.2 [18.6-40.3]","29.20000","18.60000","40.30000",""
"BP_03","PUBLISHED","1997","EMR","","BHR","YEARS18-PLUS","MLE","23.6 [17.1-30.7]","23.60000","17.10000","30.70000",""
"BP_03","PUBLISHED","1981","SEAR","","BGD","YEARS18-PLUS","MLE","19.4 [11.9-28.1]","19.40000","11.90000","28.10000",""
"BP_03","PUBLISHED","1996","SEAR","","BGD","YEARS18-PLUS","MLE","21.0 [14.6-27.9]","21.00000","14.60000","27.90000",""
"BP_03","PUBLISHED","1984","AMR","","BRB","YEARS18-PLUS","MLE","29.8 [21.3-38.9]","29.80000","21.30000","38.90000",""
"BP_03","PUBLISHED","1997","AMR","","BRB","YEARS18-PLUS","MLE","29.0 [21.1-37.4]","29.00000","21.10000","37.40000",""
"BP_03","PUBLISHED","1999","EUR","","BLR","YEARS18-PLUS","MLE","41.0 [32.6-49.5]","41.00000","32.60000","49.50000",""
"BP_03","PUBLISHED","2007","EUR","","BLR","YEARS18-PLUS","MLE","37.5 [29.3-45.7]","37.50000","29.30000","45.70000",""
"BP_03","PUBLISHED","2009","EUR","","BEL","YEARS18-PLUS","MLE","29.0 [23.0-35.7]","29.00000","23.00000","35.70000",""
"BP_03","PUBLISHED","1976","AMR","","BLZ","YEARS18-PLUS","MLE","29.6 [19.0-41.7]","29.60000","19.00000","41.70000",""
"BP_03","PUBLISHED","2002","AMR","","BLZ","YEARS18-PLUS","MLE","22.1 [15.9-28.8]","22.10000","15.90000","28.80000",""
"BP_03","PUBLISHED","2009","AMR","","BLZ","YEARS18-PLUS","MLE","20.3 [14.2-27.1]","20.30000","14.20000","27.10000",""
"BP_03","PUBLISHED","1984","AFR","","BEN","YEARS18-PLUS","MLE","25.6 [17.8-34.5]","25.60000","17.80000","34.50000",""
"BP_03","PUBLISHED","1986","AFR","","BEN","YEARS18-PLUS","MLE","25.5 [18.1-33.9]","25.50000","18.10000","33.90000",""
"BP_03","PUBLISHED","1998","AFR","","BWA","YEARS18-PLUS","MLE","25.7 [18.7-33.5]","25.70000","18.70000","33.50000",""
"BP_03","PUBLISHED","1991","AMR","","BRA","YEARS18-PLUS","MLE","29.3 [23.1-35.9]","29.30000","23.10000","35.90000",""
"BP_03","PUBLISHED","2014","AMR","","BRA","YEARS18-PLUS","MLE","26.1 [18.7-34.0]","26.10000","18.70000","34.00000",""
"BP_03","PUBLISHED","1989","EUR","","BGR","YEARS18-PLUS","MLE","45.7 [37.1-54.6]","45.70000","37.10000","54.60000",""
"BP_03","PUBLISHED","1997","AMR","","BOL","YEARS18-PLUS","MLE","19.0 [12.0-27.0]","19.00000","12.00000","27.00000",""
"BP_03","PUBLISHED","1979","EUR","","BIH","YEARS18-PLUS","MLE","28.0 [18.2-39.0]","28.00000","18.20000","39.00000",""
"BP_03","PUBLISHED","1986","EUR","","BIH","YEARS18-PLUS","MLE","29.7 [21.5-38.5]","29.70000","21.50000","38.50000",""
"BP_03","PUBLISHED","1997","EUR","","BIH","YEARS18-PLUS","MLE","33.2 [25.0-42.0]","33.20000","25.00000","42.00000",""
"BP_03","PUBLISHED","1990","AFR","","BWA","YEARS18-PLUS","MLE","24.9 [17.5-33.2]","24.90000","17.50000","33.20000",""
"BP_03","PUBLISHED","1997","EUR","","BGR","YEARS18-PLUS","MLE","43.8 [35.3-52.2]","43.80000","35.30000","52.20000",""
"BP_03","PUBLISHED","2012","AFR","","TCD","YEARS18-PLUS","MLE","24.4 [17.0-32.5]","24.40000","17.00000","32.50000",""
"BP_03","PUBLISHED","2006","AMR","","CHL","YEARS18-PLUS","MLE","27.5 [21.6-33.9]","27.50000","21.60000","33.90000",""
"BP_03","PUBLISHED","2014","AMR","","CHL","YEARS18-PLUS","MLE","26.5 [18.2-35.6]","26.50000","18.20000","35.60000",""
"BP_03","PUBLISHED","1991","WPR","","CHN","YEARS18-PLUS","MLE","18.4 [15.2-21.6]","18.40000","15.20000","21.60000",""
"BP_03","PUBLISHED","1981","AFR","","BFA","YEARS18-PLUS","MLE","23.0 [14.4-33.2]","23.00000","14.40000","33.20000",""
"BP_03","PUBLISHED","1991","AFR","","BFA","YEARS18-PLUS","MLE","24.2 [17.0-32.5]","24.20000","17.00000","32.50000",""
"BP_03","PUBLISHED","1977","AFR","","BDI","YEARS18-PLUS","MLE","14.8 [6.7-25.9]","14.80000","6.70000","25.90000",""
"BP_03","PUBLISHED","2001","AFR","","BDI","YEARS18-PLUS","MLE","18.8 [11.9-26.8]","18.80000","11.90000","26.80000",""
"BP_03","PUBLISHED","1986","AFR","","CPV","YEARS18-PLUS","MLE","27.0 [19.6-35.1]","27.00000","19.60000","35.10000",""
"BP_03","PUBLISHED","1995","AFR","","CPV","YEARS18-PLUS","MLE","27.8 [20.8-35.7]","27.80000","20.80000","35.70000",""
"BP_03","PUBLISHED","1978","WPR","","KHM","YEARS18-PLUS","MLE","15.8 [8.2-25.6]","15.80000","8.20000","25.60000",""
"BP_03","PUBLISHED","1992","WPR","","KHM","YEARS18-PLUS","MLE","18.7 [12.5-25.9]","18.70000","12.50000","25.90000",""
"BP_03","PUBLISHED","1985","AFR","","CMR","YEARS18-PLUS","MLE","24.7 [17.3-32.9]","24.70000","17.30000","32.90000",""
"BP_03","PUBLISHED","1993","AFR","","CMR","YEARS18-PLUS","MLE","24.8 [18.6-31.7]","24.80000","18.60000","31.70000",""
"BP_03","PUBLISHED","1987","AMR","","CAN","YEARS18-PLUS","MLE","28.9 [23.1-35.3]","28.90000","23.10000","35.30000",""
"BP_03","PUBLISHED","1997","AMR","","CAN","YEARS18-PLUS","MLE","25.4 [19.8-32.0]","25.40000","19.80000","32.00000",""
"BP_03","PUBLISHED","1979","AFR","","CAF","YEARS18-PLUS","MLE","27.9 [17.1-40.9]","27.90000","17.10000","40.90000",""
"BP_03","PUBLISHED","1987","AFR","","CAF","YEARS18-PLUS","MLE","27.7 [18.4-38.2]","27.70000","18.40000","38.20000",""
"BP_03","PUBLISHED","1988","AFR","","TCD","YEARS18-PLUS","MLE","26.1 [18.4-34.6]","26.10000","18.40000","34.60000",""
"BP_03","PUBLISHED","1984","WPR","","COK","YEARS18-PLUS","MLE","25.0 [18.1-33.0]","25.00000","18.10000","33.00000",""
"BP_03","PUBLISHED","1984","AMR","","CRI","YEARS18-PLUS","MLE","21.7 [14.8-29.5]","21.70000","14.80000","29.50000",""
"BP_03","PUBLISHED","1992","AMR","","CRI","YEARS18-PLUS","MLE","21.3 [15.1-28.4]","21.30000","15.10000","28.40000",""
"BP_03","PUBLISHED","2007","WPR","","CHN","YEARS18-PLUS","MLE","22.0 [18.1-25.9]","22.00000","18.10000","25.90000",""
"BP_03","PUBLISHED","1992","AFR","","COM","YEARS18-PLUS","MLE","20.9 [14.3-28.6]","20.90000","14.30000","28.60000",""
"BP_03","PUBLISHED","2000","AFR","","COM","YEARS18-PLUS","MLE","20.6 [14.4-28.0]","20.60000","14.40000","28.00000",""
"BP_03","PUBLISHED","1985","AFR","","COG","YEARS18-PLUS","MLE","28.2 [18.9-39.2]","28.20000","18.90000","39.20000",""
"BP_03","PUBLISHED","2000","AFR","","COG","YEARS18-PLUS","MLE","24.7 [16.9-33.8]","24.70000","16.90000","33.80000",""
"BP_03","PUBLISHED","1977","WPR","","COK","YEARS18-PLUS","MLE","27.4 [17.9-38.2]","27.40000","17.90000","38.20000",""
"BP_03","PUBLISHED","1995","AMR","","ECU","YEARS18-PLUS","MLE","18.5 [11.6-26.2]","18.50000","11.60000","26.20000",""
"BP_03","PUBLISHED","1978","EMR","","EGY","YEARS18-PLUS","MLE","25.1 [15.5-35.6]","25.10000","15.50000","35.60000",""
"BP_03","PUBLISHED","1995","EMR","","EGY","YEARS18-PLUS","MLE","23.6 [17.9-30.0]","23.60000","17.90000","30.00000",""
"BP_03","PUBLISHED","2003","AFR","","CIV","YEARS18-PLUS","MLE","25.6 [19.3-32.8]","25.60000","19.30000","32.80000",""
"BP_03","PUBLISHED","1981","AMR","","SLV","YEARS18-PLUS","MLE","21.2 [13.5-29.9]","21.20000","13.50000","29.90000",""
"BP_03","PUBLISHED","1979","EUR","","HRV","YEARS18-PLUS","MLE","40.6 [30.1-51.3]","40.60000","30.10000","51.30000",""
"BP_03","PUBLISHED","2010","EMR","","AFG","YEARS18-PLUS","MLE","23.6 [16.7-31.6]","23.60000","16.70000","31.60000",""
"BP_03","PUBLISHED","2012","EUR","","HRV","YEARS18-PLUS","MLE","43.8 [35.7-52.4]","43.80000","35.70000","52.40000",""
"BP_03","PUBLISHED","1981","AMR","","CUB","YEARS18-PLUS","MLE","34.3 [24.6-44.2]","34.30000","24.60000","44.20000",""
"BP_03","PUBLISHED","2014","AMR","","CUB","YEARS18-PLUS","MLE","24.1 [15.6-34.3]","24.10000","15.60000","34.30000",""
"BP_03","PUBLISHED","1987","EUR","","CYP","YEARS18-PLUS","MLE","29.2 [21.4-37.7]","29.20000","21.40000","37.70000",""
"BP_03","PUBLISHED","1983","EUR","","CZE","YEARS18-PLUS","MLE","47.5 [38.8-55.7]","47.50000","38.80000","55.70000",""
"BP_03","PUBLISHED","1990","EUR","","CZE","YEARS18-PLUS","MLE","45.0 [37.0-52.5]","45.00000","37.00000","52.50000",""
"BP_03","PUBLISHED","2014","EUR","","DNK","YEARS18-PLUS","MLE","32.8 [24.5-41.6]","32.80000","24.50000","41.60000",""
"BP_03","PUBLISHED","1989","EMR","","DJI","YEARS18-PLUS","MLE","29.6 [21.1-39.3]","29.60000","21.10000","39.30000",""
"BP_03","PUBLISHED","1991","AMR","","DMA","YEARS18-PLUS","MLE","28.1 [20.2-36.7]","28.10000","20.20000","36.70000",""
"BP_03","PUBLISHED","2008","AMR","","DMA","YEARS18-PLUS","MLE","26.9 [19.9-34.9]","26.90000","19.90000","34.90000",""
