"GHO","PUBLISHSTATE","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"M_smkless_survey_title_adult","PUBLISHED","SEAR","MDV"," STEPS Survey of NCD Risk Factors","","","",""
"M_smkless_survey_title_adult","PUBLISHED","EUR","CHE","Addiction Monitoring survey","","","",""
"M_smkless_survey_title_adult","PUBLISHED","AFR","DZA","Algeria Adult Tobacco Survey","","","",""
"M_smkless_survey_title_adult","PUBLISHED","AMR","BHS","Bahamas STEPS","","","",""
"M_smkless_survey_title_adult","PUBLISHED","AMR","BRB","Barbados STEPS Survey","","","",""
"M_smkless_survey_title_adult","PUBLISHED","SEAR","IDN","Basic Health Research (RISKESDAS)","","","",""
"M_smkless_survey_title_adult","PUBLISHED","SEAR","BTN","Bhutan STEPS Survey","","","",""
"M_smkless_survey_title_adult","PUBLISHED","AMR","CAN","Canada Tobacco Use Monitoring Survey (CTUMS)","","","",""
"M_smkless_survey_title_adult","PUBLISHED","AFR","TCD","Chad STEPS survey","","","",""
"M_smkless_survey_title_adult","PUBLISHED","AFR","GHA","Demographic and Health Survey","","","",""
"M_smkless_survey_title_adult","PUBLISHED","AMR","DMA","Dominica STEPS Survey","","","",""
"M_smkless_survey_title_adult","PUBLISHED","EMR","EGY","Egypt NCD Stepwise Survey","","","",""
"M_smkless_survey_title_adult","PUBLISHED","AMR","PRY","Encuesta Nacional de Factores de Riesgo de Paraguay (STEPS)","","","",""
"M_smkless_survey_title_adult","PUBLISHED","AMR","CRI","Encuesta nacional en hogares sobre consumo de drogas","","","",""
"M_smkless_survey_title_adult","PUBLISHED","EUR","DEU","Eurobarometer - Attitudes of Europeans Towards Tobacco","","","",""
"M_smkless_survey_title_adult","PUBLISHED","AFR","GMB","Gambia STEPS Survey","","","",""
"M_smkless_survey_title_adult","PUBLISHED","AFR","UGA","Global Adult Tobacco Survey","","","",""
"M_smkless_survey_title_adult","PUBLISHED","AMR","ARG","Global Adult Tobacco Survey","","","",""
"M_smkless_survey_title_adult","PUBLISHED","AMR","PAN","Global Adult Tobacco Survey","","","",""
"M_smkless_survey_title_adult","PUBLISHED","AMR","URY","Global Adult Tobacco Survey","","","",""
"M_smkless_survey_title_adult","PUBLISHED","EMR","PAK","Global Adult Tobacco Survey","","","",""
"M_smkless_survey_title_adult","PUBLISHED","EMR","QAT","Global Adult Tobacco Survey","","","",""
"M_smkless_survey_title_adult","PUBLISHED","EUR","GRC","Global Adult Tobacco Survey","","","",""
"M_smkless_survey_title_adult","PUBLISHED","EUR","KAZ","Global Adult Tobacco Survey","","","",""
"M_smkless_survey_title_adult","PUBLISHED","SEAR","THA","Global Adult Tobacco Survey","","","",""
"M_smkless_survey_title_adult","PUBLISHED","WPR","VNM","Global Adult Tobacco Survey","","","",""
"M_smkless_survey_title_adult","PUBLISHED","WPR","MYS","Global Adult Tobacco Survey (GATS)","","","",""
"M_smkless_survey_title_adult","PUBLISHED","SEAR","IND","Global Adult Tobacco Survey (GATS) - India","","","",""
"M_smkless_survey_title_adult","PUBLISHED","AMR","MEX","Global Adult Tobacco Survey (GATS) - Mexico","","","",""
"M_smkless_survey_title_adult","PUBLISHED","WPR","PHL","Global Adult Tobacco Survey (GATS) - Philippines","","","",""
"M_smkless_survey_title_adult","PUBLISHED","EUR","POL","Global Adult Tobacco Survey (GATS) - Poland","","","",""
"M_smkless_survey_title_adult","PUBLISHED","EUR","RUS","Global Adult Tobacco Survey (GATS) - Russia","","","",""
"M_smkless_survey_title_adult","PUBLISHED","EUR","UKR","Global Adult Tobacco Survey (GATS) - Ukraine","","","",""
"M_smkless_survey_title_adult","PUBLISHED","AFR","NGA","Global Adult Tobacco Survey, Nigeria","","","",""
"M_smkless_survey_title_adult","PUBLISHED","AMR","GRD","Grenada STEPS","","","",""
"M_smkless_survey_title_adult","PUBLISHED","EUR","EST","Health Behaviour among Estonian Adult Population","","","",""
"M_smkless_survey_title_adult","PUBLISHED","EUR","FIN","Health Behaviour and Health among the Finnish Adult Population","","","",""
"M_smkless_survey_title_adult","PUBLISHED","AFR","KEN","Kenya GATS","","","",""
"M_smkless_survey_title_adult","PUBLISHED","EUR","KGZ","Kyrgyz Demographic and Health Survey","","","",""
"M_smkless_survey_title_adult","PUBLISHED","AFR","BEN","L'Enquete STEPS Au Benin","","","",""
"M_smkless_survey_title_adult","PUBLISHED","AFR","LSO","Lesotho STEPS","","","",""
"M_smkless_survey_title_adult","PUBLISHED","AFR","LBR","Liberia Demographic and Health Survey","","","",""
"M_smkless_survey_title_adult","PUBLISHED","EMR","LBY","Libya STEPS Survey","","","",""
"M_smkless_survey_title_adult","PUBLISHED","AFR","MDG","Madagascar Demographic and Health Survey","","","",""
"M_smkless_survey_title_adult","PUBLISHED","AFR","MWI","Malawi National STEPS Survey for Chronic Non-Communicable Diseases and their Risk Factors","","","",""
"M_smkless_survey_title_adult","PUBLISHED","WPR","MNG","Mongolia STEPS survey on the Prevalence of NCD risk factors","","","",""
