"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"CHOL_01","PUBLISHED","2008","EMR","AFG","AGE25-PLUS","MLE","20.4 [7.5-38.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_01","PUBLISHED","2008","EUR","ALB","AGE25-PLUS","MLE","46.8 [25.5-68.8]","","","",""
"CHOL_01","PUBLISHED","2008","AFR","DZA","AGE25-PLUS","MLE","36.6 [21.2-53.8]","","","",""
"CHOL_01","PUBLISHED","2008","EUR","AND","AGE25-PLUS","MLE","70.0 [48.8-86.4]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_01","PUBLISHED","2008","AMR","BLZ","AGE25-PLUS","MLE","29.8 [12.6-52.1]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_01","PUBLISHED","2008","AFR","BEN","AGE25-PLUS","MLE","18.6 [11.7-27.4]","","","",""
"CHOL_01","PUBLISHED","2008","SEAR","BTN","AGE25-PLUS","MLE","32.0 [19.5-46.5]","","","",""
"CHOL_01","PUBLISHED","2008","AMR","BOL","AGE25-PLUS","MLE","33.7 [14.5-58.1]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_01","PUBLISHED","2008","AFR","TCD","AGE25-PLUS","MLE","16.1 [5.8-32.7]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_01","PUBLISHED","2008","AMR","CHL","AGE25-PLUS","MLE","49.0 [31.3-66.7]","","","",""
"CHOL_01","PUBLISHED","2008","WPR","CHN","AGE25-PLUS","MLE","31.8 [22.2-43.0]","","","",""
"CHOL_01","PUBLISHED","2008","AMR","COL","AGE25-PLUS","MLE","40.8 [29.5-52.8]","","","",""
"CHOL_01","PUBLISHED","2008","AFR","COM","AGE25-PLUS","MLE","22.1 [8.4-41.1]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_01","PUBLISHED","2008","AMR","DMA","AGE25-PLUS","MLE","31.7 [19.0-46.6]","","","",""
"CHOL_01","PUBLISHED","2008","AMR","DOM","AGE25-PLUS","MLE","27.5 [12.7-48.1]","","","",""
"CHOL_01","PUBLISHED","2008","AMR","ECU","AGE25-PLUS","MLE","37.7 [16.4-63.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_01","PUBLISHED","2008","EMR","EGY","AGE25-PLUS","MLE","33.3 [22.5-45.6]","","","",""
"CHOL_01","PUBLISHED","2008","EUR","GRC","AGE25-PLUS","MLE","51.3 [32.9-68.9]","","","",""
"CHOL_01","PUBLISHED","2008","AMR","GRD","AGE25-PLUS","MLE","29.9 [12.3-53.4]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_01","PUBLISHED","2008","AMR","GTM","AGE25-PLUS","MLE","22.7 [11.6-37.3]","","","",""
"CHOL_01","PUBLISHED","2008","AFR","GIN","AGE25-PLUS","MLE","16.2 [6.3-33.1]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_01","PUBLISHED","2008","AMR","JAM","AGE25-PLUS","MLE","27.0 [17.9-37.5]","","","",""
"CHOL_01","PUBLISHED","2008","WPR","JPN","AGE25-PLUS","MLE","57.0 [48.5-65.2]","","","",""
"CHOL_01","PUBLISHED","2008","EMR","JOR","AGE25-PLUS","MLE","46.3 [34.5-58.1]","","","",""
"CHOL_01","PUBLISHED","2008","EUR","KAZ","AGE25-PLUS","MLE","44.7 [22.0-68.7]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_01","PUBLISHED","2008","AFR","MDG","AGE25-PLUS","MLE","23.3 [9.1-43.8]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_01","PUBLISHED","2008","AFR","MWI","AGE25-PLUS","MLE","22.8 [15.4-31.7]","","","",""
"CHOL_01","PUBLISHED","2008","WPR","MYS","AGE25-PLUS","MLE","49.6 [26.3-72.6]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_01","PUBLISHED","2008","SEAR","MDV","AGE25-PLUS","MLE","36.2 [15.1-61.3]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_01","PUBLISHED","2008","AFR","MLI","AGE25-PLUS","MLE","17.4 [6.6-34.3]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_01","PUBLISHED","2008","AFR","NAM","AGE25-PLUS","MLE","30.0 [11.1-55.3]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_01","PUBLISHED","2008","WPR","NRU","AGE25-PLUS","MLE","41.2 [26.0-57.2]","","","",""
"CHOL_01","PUBLISHED","2008","SEAR","NPL","AGE25-PLUS","MLE","21.7 [8.3-41.5]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_01","PUBLISHED","2008","EUR","NLD","AGE25-PLUS","MLE","64.1 [41.4-82.6]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_01","PUBLISHED","2008","WPR","PHL","AGE25-PLUS","MLE","39.0 [24.9-54.5]","","","",""
"CHOL_01","PUBLISHED","2008","EUR","POL","AGE25-PLUS","MLE","60.4 [45.0-73.9]","","","",""
"CHOL_01","PUBLISHED","2008","EUR","PRT","AGE25-PLUS","MLE","58.0 [38.3-76.0]","","","",""
"CHOL_01","PUBLISHED","2008","EMR","QAT","AGE25-PLUS","MLE","55.4 [31.6-76.5]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_01","PUBLISHED","2008","AFR","SEN","AGE25-PLUS","MLE","19.4 [7.8-38.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_01","PUBLISHED","2008","EUR","SRB","AGE25-PLUS","MLE","46.8 [22.8-73.6]","","","",""
"CHOL_01","PUBLISHED","2008","AFR","SYC","AGE25-PLUS","MLE","58.8 [42.1-73.7]","","","",""
"CHOL_01","PUBLISHED","2008","AFR","SLE","AGE25-PLUS","MLE","14.2 [5.2-29.1]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_01","PUBLISHED","2008","WPR","SGP","AGE25-PLUS","MLE","57.9 [44.4-70.6]","","","",""
"CHOL_01","PUBLISHED","2008","EMR","SYR","AGE25-PLUS","MLE","36.8 [18.2-58.6]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_01","PUBLISHED","2008","EUR","TJK","AGE25-PLUS","MLE","22.2 [8.1-43.2]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_01","PUBLISHED","2008","SEAR","THA","AGE25-PLUS","MLE","55.1 [45.0-64.5]","","","",""
"CHOL_01","PUBLISHED","2008","EUR","MKD","AGE25-PLUS","MLE","42.7 [20.3-67.8]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_01","PUBLISHED","2008","AMR","USA","AGE25-PLUS","MLE","53.3 [44.3-61.8]","","","",""
