"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","RSUDHWF","Display Value","Numeric","Low","High","Comments"
"RSUD_800","PUBLISHED","2014","EMR","AFG","PSYCHIATRISTS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","EMR","AFG","DOCTORS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","EUR","ALB","PSYCHIATRISTS","No","","","",""
"RSUD_800","PUBLISHED","2014","EUR","ALB","COUNSELLORS","No","","","",""
"RSUD_800","PUBLISHED","2014","EUR","ALB","DOCTORS","No","","","",""
"RSUD_800","PUBLISHED","2014","EUR","ALB","NURSES","No","","","",""
"RSUD_800","PUBLISHED","2014","EMR","ALB","COMMUNITY_HEALTH_WORKERS","No","","","",""
"RSUD_800","PUBLISHED","2014","AFR","ALB","PSYCHOLOGISTS","No","","","",""
"RSUD_800","PUBLISHED","2014","AFR","ALB","SOCIAL_WORKERS","No","","","",""
"RSUD_800","PUBLISHED","2014","EUR","AND","PSYCHIATRISTS","No","","","",""
"RSUD_800","PUBLISHED","2014","EUR","AND","COUNSELLORS","No","","","",""
"RSUD_800","PUBLISHED","2014","EUR","AND","DOCTORS","No","","","",""
"RSUD_800","PUBLISHED","2014","EUR","AND","NURSES","No","","","",""
"RSUD_800","PUBLISHED","2014","EMR","AND","COMMUNITY_HEALTH_WORKERS","No","","","",""
"RSUD_800","PUBLISHED","2014","AFR","AND","PSYCHOLOGISTS","No","","","",""
"RSUD_800","PUBLISHED","2014","AFR","AND","SOCIAL_WORKERS","No","","","",""
"RSUD_800","PUBLISHED","2014","EMR","ARE","PSYCHIATRISTS","No","","","",""
"RSUD_800","PUBLISHED","2014","EMR","ARE","COUNSELLORS","No","","","",""
"RSUD_800","PUBLISHED","2014","EMR","ARE","DOCTORS","No","","","",""
"RSUD_800","PUBLISHED","2014","EMR","ARE","NURSES","No","","","",""
"RSUD_800","PUBLISHED","2014","AFR","ARE","COMMUNITY_HEALTH_WORKERS","No","","","",""
"RSUD_800","PUBLISHED","2014","AFR","ARE","PSYCHOLOGISTS","No","","","",""
"RSUD_800","PUBLISHED","2014","AFR","ARE","SOCIAL_WORKERS","No","","","",""
"RSUD_800","PUBLISHED","2014","AMR","ARG","PSYCHIATRISTS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AMR","ARG","COUNSELLORS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AMR","ARG","DOCTORS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AMR","ARG","NURSES","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AFR","ARG","COMMUNITY_HEALTH_WORKERS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AFR","ARG","PSYCHOLOGISTS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AFR","ARG","SOCIAL_WORKERS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","EUR","ARM","PSYCHIATRISTS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","EUR","ARM","COUNSELLORS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","EUR","ARM","DOCTORS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","EUR","ARM","NURSES","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AFR","ARM","PSYCHOLOGISTS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AFR","ARM","SOCIAL_WORKERS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","WPR","AUS","PSYCHIATRISTS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","WPR","AUS","COUNSELLORS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","WPR","AUS","DOCTORS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","WPR","AUS","NURSES","Yes","","","",""
"RSUD_800","PUBLISHED","2014","EUR","AUS","COMMUNITY_HEALTH_WORKERS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AFR","AUS","PSYCHOLOGISTS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AFR","AUS","SOCIAL_WORKERS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","EUR","AUT","PSYCHIATRISTS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","EUR","AUT","COUNSELLORS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","EUR","AUT","DOCTORS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","EUR","AUT","NURSES","Yes","","","",""
"RSUD_800","PUBLISHED","2014","EUR","AUT","COMMUNITY_HEALTH_WORKERS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AFR","AUT","PSYCHOLOGISTS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AFR","AUT","SOCIAL_WORKERS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","EUR","AZE","PSYCHIATRISTS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","EUR","AZE","DOCTORS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","EUR","AZE","NURSES","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AFR","AZE","PSYCHOLOGISTS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BDI","PSYCHIATRISTS","No","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BDI","COUNSELLORS","No","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BDI","DOCTORS","No","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BDI","NURSES","No","","","",""
"RSUD_800","PUBLISHED","2014","EUR","BDI","COMMUNITY_HEALTH_WORKERS","No","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BDI","PSYCHOLOGISTS","No","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BDI","SOCIAL_WORKERS","No","","","",""
"RSUD_800","PUBLISHED","2014","EUR","BEL","PSYCHIATRISTS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","EUR","BEL","DOCTORS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","EUR","BEL","NURSES","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BEL","PSYCHOLOGISTS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BEN","PSYCHIATRISTS","No","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BEN","COUNSELLORS","No","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BEN","DOCTORS","No","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BEN","NURSES","No","","","",""
"RSUD_800","PUBLISHED","2014","EUR","BEN","COMMUNITY_HEALTH_WORKERS","No","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BEN","PSYCHOLOGISTS","No","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BEN","SOCIAL_WORKERS","No","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BFA","PSYCHIATRISTS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BFA","DOCTORS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BFA","NURSES","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BFA","PSYCHOLOGISTS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","SEAR","BGD","PSYCHIATRISTS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","SEAR","BGD","DOCTORS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","SEAR","BGD","NURSES","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BGD","PSYCHOLOGISTS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BGD","SOCIAL_WORKERS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","EMR","BHR","PSYCHIATRISTS","No","","","",""
"RSUD_800","PUBLISHED","2014","EMR","BHR","COUNSELLORS","No","","","",""
"RSUD_800","PUBLISHED","2014","EMR","BHR","DOCTORS","No","","","",""
"RSUD_800","PUBLISHED","2014","EMR","BHR","NURSES","No","","","",""
"RSUD_800","PUBLISHED","2014","EUR","BHR","COMMUNITY_HEALTH_WORKERS","No","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BHR","PSYCHOLOGISTS","No","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BHR","SOCIAL_WORKERS","No","","","",""
"RSUD_800","PUBLISHED","2014","EUR","BIH","PSYCHIATRISTS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","EUR","BIH","NURSES","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BIH","PSYCHOLOGISTS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BIH","SOCIAL_WORKERS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","EUR","BLR","PSYCHIATRISTS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","EUR","BLR","DOCTORS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","EUR","BLR","NURSES","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BLR","PSYCHOLOGISTS","Yes","","","",""
"RSUD_800","PUBLISHED","2014","AMR","BLZ","PSYCHIATRISTS","No","","","",""
"RSUD_800","PUBLISHED","2014","AMR","BLZ","COUNSELLORS","No","","","",""
"RSUD_800","PUBLISHED","2014","AMR","BLZ","DOCTORS","No","","","",""
"RSUD_800","PUBLISHED","2014","AMR","BLZ","NURSES","No","","","",""
"RSUD_800","PUBLISHED","2014","EMR","BLZ","COMMUNITY_HEALTH_WORKERS","No","","","",""
"RSUD_800","PUBLISHED","2014","AFR","BLZ","PSYCHOLOGISTS","No","","","",""
"RSUD_800","PUBLISHED","2014","EUR","BLZ","SOCIAL_WORKERS","No","","","",""
"RSUD_800","PUBLISHED","2014","AMR","BOL","PSYCHIATRISTS","No","","","",""
"RSUD_800","PUBLISHED","2014","AMR","BOL","COUNSELLORS","No","","","",""
