"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"CATARACTSURGICALEFFECTIVE","PUBLISHED","2013","AMR","ARG","MLE","55","55.00000","","","National RAAB; Sample size: 3771; Reference: Silva, J. National surveys of avoidable blindness and visual impairment in Argentina, El Salvador, Honduras, Panama, Peru, and Uruguay. Rev Panam Salud Publica 2014;36(4):214–8."
"CATARACTSURGICALEFFECTIVE","PUBLISHED","2013","AMR","ARG","FMLE","61","61.00000","","","National RAAB; Sample size: 3771; Reference: Silva, J. National surveys of avoidable blindness and visual impairment in Argentina, El Salvador, Honduras, Panama, Peru, and Uruguay. Rev Panam Salud Publica 2014;36(4):214–8."
"CATARACTSURGICALEFFECTIVE","PUBLISHED","2013","AMR","ARG","BTSX","59","59.00000","","","National RAAB; Sample size: 3771; Reference: Silva, J. National surveys of avoidable blindness and visual impairment in Argentina, El Salvador, Honduras, Panama, Peru, and Uruguay. Rev Panam Salud Publica 2014;36(4):214–8."
"CATARACTSURGICALEFFECTIVE","PUBLISHED","2014","AMR","BOL","MLE","15","15.00000","","","National RAAB; Sample size: 3199; Reference: Download report at request from RAAB Repository website: http://raabdata.info/repository/"
"CATARACTSURGICALEFFECTIVE","PUBLISHED","2014","AMR","BOL","FMLE","28","28.00000","","","National RAAB; Sample size: 3199; Reference: Download report at request from RAAB Repository website: http://raabdata.info/repository/"
"CATARACTSURGICALEFFECTIVE","PUBLISHED","2014","AMR","BOL","BTSX","23","23.00000","","","National RAAB; Sample size: 3199; Reference: Download report at request from RAAB Repository website: http://raabdata.info/repository/"
"CATARACTSURGICALEFFECTIVE","PUBLISHED","2015","AFR","BWA","MLE","27","27.00000","","","National RAAB; Sample size: 3311; Reference: Download report at request from RAAB Repository website: http://raabdata.info/repository/"
"CATARACTSURGICALEFFECTIVE","PUBLISHED","2015","AFR","BWA","FMLE","41","41.00000","","","National RAAB; Sample size: 3311; Reference: Download report at request from RAAB Repository website: http://raabdata.info/repository/"
"CATARACTSURGICALEFFECTIVE","PUBLISHED","2015","AFR","BWA","BTSX","36","36.00000","","","National RAAB; Sample size: 3311; Reference: Download report at request from RAAB Repository website: http://raabdata.info/repository/"
"CATARACTSURGICALEFFECTIVE","PUBLISHED","2007","WPR","KHM","MLE","16","16.00000","","","National RAAB; Sample size: 5904; Reference: Download report availbale from: http://raabdata.info/repository/"
